family,seed,p,r,embedding_degree,cofactor,p_bits,r_bits,rho,extnfs_security_bits,pollard_security_bits,pairing_proxy,model,rng_seed
BN,-3678,6586145589598093,6586145508431989,12,1,53,53,1.000000000338,45.243174,26.274178,180,bn254-calibrated,20260722
BN,-3642,6332030905527973,6332030825942989,12,1,53,53,1.000000000345,45.216526,26.245795,180,bn254-calibrated,20260722
BN,-3613,6132734299435483,6132734221112869,12,1,53,53,1.000000000351,45.194855,26.222726,180,bn254-calibrated,20260722
BN,-3480,5278307473476721,5278307400814321,12,1,53,53,1.000000000380,45.093032,26.114498,180,bn254-calibrated,20260722
BN,-3471,5223911858513479,5223911786226433,12,1,53,53,1.000000000382,45.085992,26.107026,180,bn254-calibrated,20260722
BN,-3426,4958212970959669,4958212900534813,12,1,53,53,1.000000000393,45.050500,26.069371,180,bn254-calibrated,20260722
BN,-3409,4860524263715443,4860524193987757,12,1,53,53,1.000000000397,45.036962,26.055017,180,bn254-calibrated,20260722
BN,-3241,3970860513487939,3970860450463453,12,1,52,52,1.000000000442,44.899174,25.909187,180,bn254-calibrated,20260722
BN,-3090,3280921788451861,3280921731163261,12,1,52,52,1.000000000489,44.768665,25.771511,180,bn254-calibrated,20260722
BN,-3055,3134766581307271,3134766525309121,12,1,52,52,1.000000000501,44.737443,25.738640,180,bn254-calibrated,20260722
BN,-3046,3097986535908829,3097986480240133,12,1,52,52,1.000000000504,44.729353,25.730126,180,bn254-calibrated,20260722
BN,-2976,2822853138389569,2822853085250113,12,1,52,52,1.000000000529,44.665544,25.663038,180,bn254-calibrated,20260722
BN,-2859,2404402809305743,2404402760262457,12,1,52,52,1.000000000576,44.555230,25.547300,180,bn254-calibrated,20260722
BN,-2768,2112564390680353,2112564344709409,12,1,51,51,1.000000000617,44.466044,25.453958,180,bn254-calibrated,20260722
BN,-2515,1439732432741311,1439732394789961,12,1,51,51,1.000000000755,44.200609,25.177361,168,bn254-calibrated,20260722
BN,-2499,1403439674235103,1403439636765097,12,1,51,51,1.000000000765,44.182874,25.158944,168,bn254-calibrated,20260722
BN,-2473,1345932758893123,1345932722198749,12,1,51,51,1.000000000783,44.153794,25.128764,168,bn254-calibrated,20260722
BN,-2443,1281795108196303,1281795072386809,12,1,51,51,1.000000000803,44.119831,25.093544,168,bn254-calibrated,20260722
BN,-2383,1160423288216263,1160423254144129,12,1,51,51,1.000000000846,44.050547,25.021786,168,bn254-calibrated,20260722
BN,-2079,672220231350823,672220205417377,12,1,50,50,1.000000001130,43.668169,24.627964,168,bn254-calibrated,20260722
BN,-2019,597905695681183,597905671223017,12,1,50,50,1.000000001202,43.585642,24.543456,168,bn254-calibrated,20260722
BN,-1946,516001175165029,516001152443533,12,1,49,49,1.000000001300,43.481620,24.437184,168,bn254-calibrated,20260722
BN,-1837,409734687668923,409734667421509,12,1,49,49,1.000000001469,43.318255,24.270842,168,bn254-calibrated,20260722
BN,-1785,365268400662691,365268381545341,12,1,49,49,1.000000001561,43.236622,24.187975,168,bn254-calibrated,20260722
BN,-1625,250870000865251,250869985021501,12,1,48,48,1.000000001905,42.968476,23.916967,168,bn254-calibrated,20260722
BN,-1546,205522594821829,205522580481133,12,1,48,48,1.000000002117,42.825436,23.773145,168,bn254-calibrated,20260722
BN,-1515,189524954327311,189524940555961,12,1,48,48,1.000000002210,42.767152,23.714691,168,bn254-calibrated,20260722
BN,-1436,152974084242649,152974071870073,12,1,48,48,1.000000002476,42.612637,23.560140,168,bn254-calibrated,20260722
BN,-1421,146680783939579,146680771824133,12,1,48,48,1.000000002532,42.582269,23.529837,168,bn254-calibrated,20260722
BN,-1351,119840186175319,119840175224113,12,1,47,47,1.000000002819,42.435850,23.384052,156,bn254-calibrated,20260722
BN,-1333,113578815947563,113578805286229,12,1,47,47,1.000000002900,42.396881,23.345343,156,bn254-calibrated,20260722
BN,-1329,112221400070323,112221389472877,12,1,47,47,1.000000002919,42.388144,23.336671,156,bn254-calibrated,20260722
BN,-1325,110876187877051,110876177343301,12,1,47,47,1.000000002938,42.379379,23.327971,156,bn254-calibrated,20260722
BN,-1302,103374380733373,103374370562149,12,1,47,47,1.000000003049,42.328423,23.277436,156,bn254-calibrated,20260722
BN,-1114,55392819466213,55392812020237,12,1,46,46,1.000000004248,41.871684,22.827382,156,bn254-calibrated,20260722
BN,-1112,54996006642673,54995999223409,12,1,46,46,1.000000004264,41.866389,22.822196,156,bn254-calibrated,20260722
BN,-1079,48751259976823,48751252991377,12,1,46,46,1.000000004546,41.777524,22.735252,156,bn254-calibrated,20260722
BN,-861,19761085502299,19761081054373,12,1,45,45,1.000000007352,41.105193,22.083864,156,bn254-calibrated,20260722
BN,-771,12704478646879,12704475080233,12,1,44,44,1.000000009304,40.771972,21.765201,156,bn254-calibrated,20260722
BN,-749,11314883020603,11314879654597,12,1,44,44,1.000000009897,40.684116,21.681643,156,bn254-calibrated,20260722
BN,-696,8435593092529,8435590186033,12,1,43,43,1.000000011576,40.460479,21.469813,156,bn254-calibrated,20260722
BN,-675,7462328305951,7462325572201,12,1,43,43,1.000000012359,40.366729,21.381381,144,bn254-calibrated,20260722
BN,-610,4976340370741,4976338138141,12,1,43,43,1.000000015346,40.055227,21.089111,144,bn254-calibrated,20260722
BN,-559,3508916641543,3508914766657,12,1,42,42,1.000000018497,39.784540,20.837081,144,bn254-calibrated,20260722
BN,-553,3360608491843,3360606656989,12,1,42,42,1.000000018930,39.750947,20.805929,144,bn254-calibrated,20260722
BN,-540,3055438451161,3055436701561,12,1,42,42,1.000000019919,39.676787,20.737258,144,bn254-calibrated,20260722
BN,-412,1034755347673,1034754329209,12,1,40,40,1.000000035577,38.822819,19.956213,144,bn254-calibrated,20260722
BN,-318,366983039053,366982432309,12,1,39,39,1.000000062089,37.986380,19.208460,132,bn254-calibrated,20260722
BN,-311,335697697399,335697117073,12,1,39,39,1.000000065138,37.913582,19.144185,132,bn254-calibrated,20260722
BN,-302,298464723373,298464176149,12,1,39,39,1.000000069392,37.817314,19.059383,132,bn254-calibrated,20260722
BN,-293,264418352203,264417837109,12,1,38,38,1.000000074067,37.717863,18.972014,132,bn254-calibrated,20260722
BN,-241,120939973939,120939625453,12,1,37,37,1.000000112917,37.068903,18.407748,132,bn254-calibrated,20260722
BN,-163,25257553183,25257393769,12,1,35,35,1.000000263504,35.733037,17.277993,120,bn254-calibrated,20260722
BN,-143,14949036103,14948913409,12,1,34,34,1.000000350331,35.274102,16.899661,120,bn254-calibrated,20260722
BN,-133,11180154763,11180048629,12,1,34,34,1.000000410293,35.017265,16.690104,120,bn254-calibrated,20260722
BN,-107,4675038223,4674969529,12,1,33,33,1.000000659940,34.234700,16.061155,120,bn254-calibrated,20260722
BN,-55,323505271,323487121,12,1,29,29,1.000002863317,31.717522,14.134567,108,bn254-calibrated,20260722
BN,-52,258220873,258204649,12,1,28,28,1.000003243898,31.495985,13.971970,108,bn254-calibrated,20260722
BN,-41,99286339,99276253,12,1,27,27,1.000005517180,30.539145,13.282473,96,bn254-calibrated,20260722
BN,-15,1706311,1704961,12,1,21,21,1.000055159993,26.102040,10.350654,84,bn254-calibrated,20260722
BN,-7,75223,74929,12,1,17,17,1.000348889290,22.156268,8.096618,72,bn254-calibrated,20260722
BN,-3,2143,2089,12,1,12,12,1.003338535115,16.762457,5.514298,60,bn254-calibrated,20260722
BN,-2,373,349,12,1,9,9,1.011358784029,13.555618,4.223542,48,bn254-calibrated,20260722
BN,5,27631,27481,12,1,15,15,1.000532564408,20.754768,7.373073,72,bn254-calibrated,20260722
BN,6,55333,55117,12,1,16,16,1.000358266976,21.734662,7.875105,72,bn254-calibrated,20260722
BN,7,100003,99709,12,1,17,17,1.000255798346,22.541161,8.302718,72,bn254-calibrated,20260722
BN,20,6057721,6055321,12,1,23,23,1.000025374983,27.557413,11.264886,84,bn254-calibrated,20260722
BN,78,1349772373,1349735869,12,1,31,31,1.000001286434,33.087545,15.165015,108,bn254-calibrated,20260722
BN,82,1647649453,1647609109,12,1,31,31,1.000001153775,33.274350,15.308863,108,bn254-calibrated,20260722
BN,123,8307274123,8307183349,12,1,33,33,1.000000478412,34.752690,16.475856,120,bn254-calibrated,20260722
BN,166,27501329893,27501164557,12,1,35,35,1.000000250107,35.806944,17.339387,120,bn254-calibrated,20260722
BN,169,29540757559,29540586193,12,1,35,35,1.000000240616,35.868945,17.390990,120,bn254-calibrated,20260722
BN,173,32433938623,32433759049,12,1,35,35,1.000000228763,35.949760,17.458389,132,bn254-calibrated,20260722
BN,202,60236498173,60236253349,12,1,36,36,1.000000163744,36.480589,17.904956,132,bn254-calibrated,20260722
