mapping,p,u,exceptional,sample,batch,seed,nanoseconds_per_call
elligator2,11,5,0,55,100,5402,1865.0
simple_swu,11,8,1,55,100,5402,2257.0
simple_swu,11,0,1,55,100,5402,2300.0
simple_swu,11,2,0,55,100,5402,2291.0
simple_swu,11,3,1,55,100,5402,2214.0
elligator2,11,2,0,55,100,5402,1837.0
elligator2,11,9,0,55,100,5402,1837.0
elligator2,11,3,0,55,100,5402,1833.0
elligator2,11,6,0,56,100,5402,1848.0
elligator2,11,3,0,56,100,5402,1837.0
elligator2,11,8,0,56,100,5402,1836.0
simple_swu,11,10,0,56,100,5402,2323.0
simple_swu,11,7,0,56,100,5402,2292.0
simple_swu,11,6,0,56,100,5402,2297.0
elligator2,11,0,0,56,100,5402,1936.0
simple_swu,11,0,1,56,100,5402,2260.0
simple_swu,11,9,0,56,100,5402,2288.0
elligator2,11,9,0,56,100,5402,1911.0
simple_swu,11,5,0,56,100,5402,2319.0
simple_swu,11,4,0,56,100,5402,2315.0
elligator2,11,1,0,56,100,5402,1916.0
simple_swu,11,2,0,56,100,5402,2342.0
elligator2,11,10,0,56,100,5402,1901.0
simple_swu,11,1,0,56,100,5402,2318.0
elligator2,11,4,1,56,100,5402,1996.0
simple_swu,11,8,1,56,100,5402,2273.0
elligator2,11,7,1,56,100,5402,1959.0
simple_swu,11,3,1,56,100,5402,2269.0
elligator2,11,2,0,56,100,5402,1936.0
elligator2,11,5,0,56,100,5402,1914.0
simple_swu,11,10,0,57,100,5402,2346.0
simple_swu,11,9,0,57,100,5402,2330.0
simple_swu,11,1,0,57,100,5402,2336.0
elligator2,11,1,0,57,100,5402,1871.0
simple_swu,11,6,0,57,100,5402,2335.0
simple_swu,11,8,1,57,100,5402,2282.0
elligator2,11,10,0,57,100,5402,1868.0
elligator2,11,8,0,57,100,5402,1871.0
elligator2,11,5,0,57,100,5402,1913.0
simple_swu,11,5,0,57,100,5402,2340.0
elligator2,11,2,0,57,100,5402,1930.0
elligator2,11,7,1,57,100,5402,1951.0
elligator2,11,4,1,57,100,5402,1940.0
elligator2,11,6,0,57,100,5402,1875.0
simple_swu,11,0,1,57,100,5402,2287.0
elligator2,11,9,0,57,100,5402,1915.0
simple_swu,11,3,1,57,100,5402,2285.0
simple_swu,11,7,0,57,100,5402,2339.0
elligator2,11,0,0,57,100,5402,1999.0
simple_swu,11,4,0,57,100,5402,2349.0
simple_swu,11,2,0,57,100,5402,2337.0
elligator2,11,3,0,57,100,5402,1894.0
elligator2,11,10,0,58,100,5402,1919.0
elligator2,11,4,1,58,100,5402,2165.0
simple_swu,11,0,1,58,100,5402,2323.0
simple_swu,11,8,1,58,100,5402,2299.0
elligator2,11,7,1,58,100,5402,1992.0
simple_swu,11,4,0,58,100,5402,2340.0
simple_swu,11,10,0,58,100,5402,2330.0
elligator2,11,6,0,58,100,5402,1900.0
elligator2,11,0,0,58,100,5402,1893.0
elligator2,11,3,0,58,100,5402,1842.0
simple_swu,11,2,0,58,100,5402,2312.0
elligator2,11,2,0,58,100,5402,1863.0
simple_swu,11,3,1,58,100,5402,2273.0
elligator2,11,8,0,58,100,5402,1843.0
simple_swu,11,9,0,58,100,5402,2324.0
elligator2,11,5,0,58,100,5402,2326.0
simple_swu,11,6,0,58,100,5402,2317.0
simple_swu,11,7,0,58,100,5402,2291.0
simple_swu,11,5,0,58,100,5402,2296.0
elligator2,11,9,0,58,100,5402,1841.0
elligator2,11,1,0,58,100,5402,1819.0
simple_swu,11,1,0,58,100,5402,2296.0
simple_swu,11,3,1,59,100,5402,2244.0
simple_swu,11,1,0,59,100,5402,2355.0
elligator2,11,7,1,59,100,5402,1916.0
elligator2,11,9,0,59,100,5402,1882.0
simple_swu,11,9,0,59,100,5402,2290.0
elligator2,11,8,0,59,100,5402,1858.0
elligator2,11,1,0,59,100,5402,1867.0
elligator2,11,5,0,59,100,5402,1859.0
elligator2,11,6,0,59,100,5402,1845.0
elligator2,11,2,0,59,100,5402,1872.0
simple_swu,11,5,0,59,100,5402,2281.0
elligator2,11,0,0,59,100,5402,1988.0
elligator2,11,10,0,59,100,5402,1881.0
simple_swu,11,6,0,59,100,5402,2283.0
simple_swu,11,7,0,59,100,5402,2284.0
simple_swu,11,2,0,59,100,5402,2326.0
simple_swu,11,8,1,59,100,5402,2260.0
elligator2,11,3,0,59,100,5402,1900.0
elligator2,11,4,1,59,100,5402,2105.0
simple_swu,11,0,1,59,100,5402,2287.0
simple_swu,11,10,0,59,100,5402,2355.0
simple_swu,11,4,0,59,100,5402,2329.0
elligator2,11,6,0,60,100,5402,1900.0
elligator2,11,3,0,60,100,5402,1875.0
simple_swu,11,2,0,60,100,5402,2370.0
simple_swu,11,8,1,60,100,5402,2264.0
simple_swu,11,4,0,60,100,5402,2303.0
elligator2,11,9,0,60,100,5402,1886.0
elligator2,11,4,1,60,100,5402,1928.0
elligator2,11,2,0,60,100,5402,1870.0
simple_swu,11,7,0,60,100,5402,2308.0
simple_swu,11,0,1,60,100,5402,2281.0
elligator2,11,7,1,60,100,5402,1922.0
simple_swu,11,10,0,60,100,5402,2323.0
elligator2,11,8,0,60,100,5402,1896.0
elligator2,11,10,0,60,100,5402,1872.0
simple_swu,11,3,1,60,100,5402,2310.0
simple_swu,11,6,0,60,100,5402,2317.0
simple_swu,11,5,0,60,100,5402,2319.0
simple_swu,11,1,0,60,100,5402,2314.0
elligator2,11,1,0,60,100,5402,1878.0
simple_swu,11,9,0,60,100,5402,2334.0
elligator2,11,5,0,60,100,5402,1901.0
elligator2,11,0,0,60,100,5402,1941.0
simple_swu,11,4,0,61,100,5402,2320.0
elligator2,11,7,1,61,100,5402,1934.0
elligator2,11,2,0,61,100,5402,1945.0
elligator2,11,10,0,61,100,5402,1862.0
elligator2,11,4,1,61,100,5402,1911.0
simple_swu,11,1,0,61,100,5402,2328.0
elligator2,11,0,0,61,100,5402,1953.0
simple_swu,11,7,0,61,100,5402,2320.0
simple_swu,11,0,1,61,100,5402,2280.0
elligator2,11,5,0,61,100,5402,1903.0
simple_swu,11,6,0,61,100,5402,2329.0
elligator2,11,8,0,61,100,5402,1915.0
simple_swu,11,2,0,61,100,5402,2323.0
elligator2,11,6,0,61,100,5402,1896.0
elligator2,11,1,0,61,100,5402,1869.0
simple_swu,11,5,0,61,100,5402,2339.0
elligator2,11,3,0,61,100,5402,1892.0
simple_swu,11,3,1,61,100,5402,2284.0
simple_swu,11,8,1,61,100,5402,2286.0
simple_swu,11,10,0,61,100,5402,2365.0
simple_swu,11,9,0,61,100,5402,2338.0
elligator2,11,9,0,61,100,5402,1884.0
simple_swu,11,2,0,62,100,5402,2949.0
elligator2,11,2,0,62,100,5402,2993.0
elligator2,11,10,0,62,100,5402,2515.0
simple_swu,11,6,0,62,100,5402,2321.0
elligator2,11,8,0,62,100,5402,1869.0
simple_swu,11,1,0,62,100,5402,2342.0
elligator2,11,1,0,62,100,5402,1836.0
elligator2,11,5,0,62,100,5402,1906.0
simple_swu,11,0,1,62,100,5402,2247.0
simple_swu,11,8,1,62,100,5402,2200.0
simple_swu,11,5,0,62,100,5402,2256.0
elligator2,11,4,1,62,100,5402,1870.0
elligator2,11,3,0,62,100,5402,1840.0
simple_swu,11,10,0,62,100,5402,2264.0
simple_swu,11,4,0,62,100,5402,2301.0
simple_swu,11,9,0,62,100,5402,2261.0
simple_swu,11,7,0,62,100,5402,2256.0
elligator2,11,6,0,62,100,5402,1842.0
elligator2,11,0,0,62,100,5402,1867.0
elligator2,11,9,0,62,100,5402,1833.0
elligator2,11,7,1,62,100,5402,1865.0
simple_swu,11,3,1,62,100,5402,2238.0
elligator2,11,4,1,63,100,5402,1897.0
simple_swu,11,4,0,63,100,5402,2298.0
elligator2,11,9,0,63,100,5402,1887.0
elligator2,11,5,0,63,100,5402,1842.0
elligator2,11,10,0,63,100,5402,1883.0
simple_swu,11,7,0,63,100,5402,2298.0
simple_swu,11,1,0,63,100,5402,2295.0
elligator2,11,6,0,63,100,5402,1886.0
elligator2,11,1,0,63,100,5402,1853.0
simple_swu,11,10,0,63,100,5402,2324.0
simple_swu,11,9,0,63,100,5402,2304.0
simple_swu,11,5,0,63,100,5402,2326.0
elligator2,11,2,0,63,100,5402,1867.0
simple_swu,11,2,0,63,100,5402,2297.0
simple_swu,11,6,0,63,100,5402,2300.0
elligator2,11,3,0,63,100,5402,1876.0
elligator2,11,8,0,63,100,5402,1869.0
simple_swu,11,8,1,63,100,5402,2253.0
simple_swu,11,3,1,63,100,5402,2245.0
elligator2,11,7,1,63,100,5402,1883.0
elligator2,11,0,0,63,100,5402,1907.0
simple_swu,11,0,1,63,100,5402,2305.0
elligator2,11,8,0,64,100,5402,1886.0
elligator2,11,0,0,64,100,5402,1919.0
elligator2,11,2,0,64,100,5402,1865.0
elligator2,11,1,0,64,100,5402,1863.0
elligator2,11,3,0,64,100,5402,1881.0
simple_swu,11,9,0,64,100,5402,2318.0
elligator2,11,10,0,64,100,5402,1876.0
simple_swu,11,0,1,64,100,5402,2285.0
simple_swu,11,10,0,64,100,5402,2334.0
elligator2,11,9,0,64,100,5402,1854.0
simple_swu,11,2,0,64,100,5402,2314.0
elligator2,11,6,0,64,100,5402,1880.0
elligator2,11,5,0,64,100,5402,1874.0
simple_swu,11,3,1,64,100,5402,2253.0
elligator2,11,7,1,64,100,5402,1896.0
simple_swu,11,6,0,64,100,5402,2312.0
simple_swu,11,5,0,64,100,5402,2327.0
simple_swu,11,1,0,64,100,5402,2307.0
simple_swu,11,7,0,64,100,5402,2303.0
elligator2,11,4,1,64,100,5402,1893.0
simple_swu,11,8,1,64,100,5402,2260.0
simple_swu,11,4,0,64,100,5402,2288.0
elligator2,11,0,0,65,100,5402,1910.0
elligator2,11,9,0,65,100,5402,1848.0
simple_swu,11,8,1,65,100,5402,2294.0
simple_swu,11,10,0,65,100,5402,2297.0
simple_swu,11,4,0,65,100,5402,2292.0
elligator2,11,7,1,65,100,5402,1894.0
simple_swu,11,7,0,65,100,5402,2306.0
elligator2,11,3,0,65,100,5402,1867.0
simple_swu,11,2,0,65,100,5402,2706.0
elligator2,11,2,0,65,100,5402,1923.0
elligator2,11,6,0,65,100,5402,1930.0
simple_swu,11,5,0,65,100,5402,2381.0
elligator2,11,4,1,65,100,5402,1904.0
simple_swu,11,6,0,65,100,5402,2292.0
elligator2,11,1,0,65,100,5402,1878.0
elligator2,11,5,0,65,100,5402,1860.0
simple_swu,11,1,0,65,100,5402,2310.0
simple_swu,11,0,1,65,100,5402,2263.0
simple_swu,11,9,0,65,100,5402,2290.0
elligator2,11,8,0,65,100,5402,1882.0
elligator2,11,10,0,65,100,5402,1873.0
simple_swu,11,3,1,65,100,5402,2278.0
elligator2,11,10,0,66,100,5402,1889.0
simple_swu,11,9,0,66,100,5402,2391.0
simple_swu,11,2,0,66,100,5402,2294.0
elligator2,11,3,0,66,100,5402,1874.0
elligator2,11,8,0,66,100,5402,1874.0
simple_swu,11,6,0,66,100,5402,2301.0
simple_swu,11,3,1,66,100,5402,2256.0
elligator2,11,1,0,66,100,5402,1866.0
elligator2,11,5,0,66,100,5402,1918.0
simple_swu,11,10,0,66,100,5402,2346.0
simple_swu,11,0,1,66,100,5402,2259.0
elligator2,11,4,1,66,100,5402,1912.0
simple_swu,11,7,0,66,100,5402,2311.0
elligator2,11,7,1,66,100,5402,1902.0
simple_swu,11,5,0,66,100,5402,2307.0
elligator2,11,2,0,66,100,5402,1877.0
simple_swu,11,8,1,66,100,5402,2250.0
elligator2,11,9,0,66,100,5402,1888.0
elligator2,11,6,0,66,100,5402,1923.0
elligator2,11,0,0,66,100,5402,1940.0
simple_swu,11,4,0,66,100,5402,2313.0
simple_swu,11,1,0,66,100,5402,2331.0
elligator2,11,1,0,67,100,5402,1949.0
simple_swu,11,6,0,67,100,5402,2306.0
simple_swu,11,3,1,67,100,5402,2262.0
elligator2,11,10,0,67,100,5402,1938.0
elligator2,11,3,0,67,100,5402,1877.0
simple_swu,11,9,0,67,100,5402,2344.0
elligator2,11,9,0,67,100,5402,1925.0
elligator2,11,5,0,67,100,5402,1878.0
elligator2,11,4,1,67,100,5402,1951.0
elligator2,11,8,0,67,100,5402,1890.0
simple_swu,11,5,0,67,100,5402,2314.0
simple_swu,11,7,0,67,100,5402,2308.0
simple_swu,11,0,1,67,100,5402,2265.0
simple_swu,11,8,1,67,100,5402,2247.0
simple_swu,11,10,0,67,100,5402,2298.0
simple_swu,11,1,0,67,100,5402,2337.0
simple_swu,11,2,0,67,100,5402,2295.0
elligator2,11,7,1,67,100,5402,1944.0
elligator2,11,6,0,67,100,5402,1883.0
elligator2,11,0,0,67,100,5402,1963.0
elligator2,11,2,0,67,100,5402,1873.0
simple_swu,11,4,0,67,100,5402,2314.0
elligator2,11,7,1,68,100,5402,1931.0
elligator2,11,0,0,68,100,5402,1936.0
simple_swu,11,9,0,68,100,5402,2301.0
simple_swu,11,4,0,68,100,5402,2294.0
simple_swu,11,8,1,68,100,5402,2259.0
elligator2,11,2,0,68,100,5402,1927.0
elligator2,11,8,0,68,100,5402,1928.0
elligator2,11,4,1,68,100,5402,1957.0
simple_swu,11,5,0,68,100,5402,2316.0
simple_swu,11,3,1,68,100,5402,2310.0
elligator2,11,9,0,68,100,5402,1893.0
elligator2,11,3,0,68,100,5402,1895.0
simple_swu,11,10,0,68,100,5402,2311.0
elligator2,11,6,0,68,100,5402,1896.0
elligator2,11,5,0,68,100,5402,1880.0
simple_swu,11,2,0,68,100,5402,2452.0
simple_swu,11,0,1,68,100,5402,3132.0
simple_swu,11,6,0,68,100,5402,2916.0
elligator2,11,10,0,68,100,5402,2746.0
simple_swu,11,1,0,68,100,5402,2653.0
simple_swu,11,7,0,68,100,5402,2299.0
elligator2,11,1,0,68,100,5402,1845.0
elligator2,11,2,0,69,100,5402,1851.0
elligator2,11,9,0,69,100,5402,1833.0
elligator2,11,6,0,69,100,5402,1855.0
simple_swu,11,1,0,69,100,5402,2313.0
elligator2,11,5,0,69,100,5402,1873.0
simple_swu,11,8,1,69,100,5402,2313.0
simple_swu,11,4,0,69,100,5402,2294.0
simple_swu,11,10,0,69,100,5402,2286.0
elligator2,11,10,0,69,100,5402,1905.0
elligator2,11,1,0,69,100,5402,1904.0
simple_swu,11,7,0,69,100,5402,2295.0
simple_swu,11,9,0,69,100,5402,2329.0
elligator2,11,3,0,69,100,5402,1925.0
simple_swu,11,6,0,69,100,5402,2380.0
simple_swu,11,3,1,69,100,5402,2674.0
simple_swu,11,5,0,69,100,5402,2340.0
simple_swu,11,2,0,69,100,5402,2322.0
elligator2,11,8,0,69,100,5402,1909.0
elligator2,11,4,1,69,100,5402,1933.0
simple_swu,11,0,1,69,100,5402,2264.0
elligator2,11,0,0,69,100,5402,1978.0
elligator2,11,7,1,69,100,5402,1967.0
elligator2,11,8,0,70,100,5402,1935.0
elligator2,11,2,0,70,100,5402,1943.0
simple_swu,11,7,0,70,100,5402,2399.0
elligator2,11,10,0,70,100,5402,1948.0
elligator2,11,6,0,70,100,5402,1929.0
elligator2,11,3,0,70,100,5402,1914.0
simple_swu,11,2,0,70,100,5402,2352.0
simple_swu,11,4,0,70,100,5402,2336.0
simple_swu,11,6,0,70,100,5402,2345.0
simple_swu,11,1,0,70,100,5402,2350.0
simple_swu,11,0,1,70,100,5402,2296.0
elligator2,11,0,0,70,100,5402,1976.0
elligator2,11,5,0,70,100,5402,1931.0
simple_swu,11,5,0,70,100,5402,2409.0
simple_swu,11,10,0,70,100,5402,2337.0
simple_swu,11,8,1,70,100,5402,2475.0
simple_swu,11,3,1,70,100,5402,2271.0
elligator2,11,4,1,70,100,5402,1965.0
elligator2,11,7,1,70,100,5402,1976.0
elligator2,11,9,0,70,100,5402,1873.0
simple_swu,11,9,0,70,100,5402,2348.0
elligator2,11,1,0,70,100,5402,1872.0
simple_swu,11,4,0,71,100,5402,2319.0
elligator2,11,2,0,71,100,5402,1871.0
elligator2,11,10,0,71,100,5402,1845.0
elligator2,11,1,0,71,100,5402,1838.0
simple_swu,11,8,1,71,100,5402,2278.0
elligator2,11,4,1,71,100,5402,1916.0
elligator2,11,0,0,71,100,5402,1968.0
simple_swu,11,7,0,71,100,5402,2332.0
elligator2,11,8,0,71,100,5402,1914.0
simple_swu,11,10,0,71,100,5402,2316.0
elligator2,11,9,0,71,100,5402,1857.0
simple_swu,11,2,0,71,100,5402,2304.0
simple_swu,11,3,1,71,100,5402,2247.0
elligator2,11,3,0,71,100,5402,1890.0
simple_swu,11,0,1,71,100,5402,2310.0
elligator2,11,7,1,71,100,5402,1895.0
simple_swu,11,9,0,71,100,5402,2326.0
simple_swu,11,1,0,71,100,5402,2317.0
elligator2,11,6,0,71,100,5402,1895.0
elligator2,11,5,0,71,100,5402,1868.0
simple_swu,11,5,0,71,100,5402,2750.0
simple_swu,11,6,0,71,100,5402,2299.0
elligator2,11,2,0,72,100,5402,1934.0
elligator2,11,8,0,72,100,5402,1965.0
simple_swu,11,7,0,72,100,5402,2316.0
simple_swu,11,5,0,72,100,5402,2307.0
simple_swu,11,3,1,72,100,5402,2251.0
simple_swu,11,10,0,72,100,5402,2311.0
simple_swu,11,1,0,72,100,5402,2325.0
simple_swu,11,6,0,72,100,5402,2301.0
elligator2,11,9,0,72,100,5402,1894.0
simple_swu,11,4,0,72,100,5402,2320.0
elligator2,11,4,1,72,100,5402,1969.0
elligator2,11,0,0,72,100,5402,1898.0
simple_swu,11,0,1,72,100,5402,2274.0
simple_swu,11,9,0,72,100,5402,2316.0
elligator2,11,5,0,72,100,5402,1969.0
simple_swu,11,2,0,72,100,5402,2325.0
elligator2,11,3,0,72,100,5402,1944.0
elligator2,11,10,0,72,100,5402,1865.0
simple_swu,11,8,1,72,100,5402,2291.0
elligator2,11,7,1,72,100,5402,1910.0
elligator2,11,6,0,72,100,5402,1891.0
elligator2,11,1,0,72,100,5402,1878.0
simple_swu,11,1,0,73,100,5402,2338.0
elligator2,11,7,1,73,100,5402,1902.0
elligator2,11,1,0,73,100,5402,1870.0
elligator2,11,3,0,73,100,5402,1882.0
simple_swu,11,3,1,73,100,5402,2270.0
simple_swu,11,4,0,73,100,5402,2327.0
elligator2,11,6,0,73,100,5402,1926.0
elligator2,11,8,0,73,100,5402,1875.0
elligator2,11,5,0,73,100,5402,1874.0
elligator2,11,10,0,73,100,5402,1864.0
elligator2,11,0,0,73,100,5402,1899.0
simple_swu,11,2,0,73,100,5402,2321.0
simple_swu,11,5,0,73,100,5402,2327.0
simple_swu,11,9,0,73,100,5402,2330.0
simple_swu,11,6,0,73,100,5402,2352.0
elligator2,11,9,0,73,100,5402,1912.0
simple_swu,11,10,0,73,100,5402,2339.0
simple_swu,11,7,0,73,100,5402,2332.0
simple_swu,11,8,1,73,100,5402,2270.0
simple_swu,11,0,1,73,100,5402,2286.0
elligator2,11,4,1,73,100,5402,1912.0
elligator2,11,2,0,73,100,5402,1887.0
elligator2,11,7,1,74,100,5402,1888.0
elligator2,11,1,0,74,100,5402,1898.0
simple_swu,11,6,0,74,100,5402,2323.0
simple_swu,11,7,0,74,100,5402,2319.0
simple_swu,11,5,0,74,100,5402,2319.0
elligator2,11,3,0,74,100,5402,1969.0
simple_swu,11,9,0,74,100,5402,2325.0
elligator2,11,5,0,74,100,5402,1887.0
elligator2,11,4,1,74,100,5402,1885.0
elligator2,11,0,0,74,100,5402,1933.0
simple_swu,11,3,1,74,100,5402,2255.0
simple_swu,11,1,0,74,100,5402,2303.0
simple_swu,11,0,1,74,100,5402,2228.0
simple_swu,11,8,1,74,100,5402,2217.0
elligator2,11,6,0,74,100,5402,1916.0
simple_swu,11,10,0,74,100,5402,2315.0
elligator2,11,2,0,74,100,5402,1902.0
elligator2,11,9,0,74,100,5402,1903.0
simple_swu,11,2,0,74,100,5402,2350.0
elligator2,11,8,0,74,100,5402,1898.0
elligator2,11,10,0,74,100,5402,1885.0
simple_swu,11,4,0,74,100,5402,2309.0
simple_swu,11,7,0,75,100,5402,2303.0
simple_swu,11,3,1,75,100,5402,2243.0
elligator2,11,7,1,75,100,5402,1870.0
simple_swu,11,5,0,75,100,5402,2324.0
elligator2,11,4,1,75,100,5402,1864.0
elligator2,11,9,0,75,100,5402,2461.0
elligator2,11,10,0,75,100,5402,1944.0
elligator2,11,2,0,75,100,5402,1860.0
simple_swu,11,2,0,75,100,5402,2341.0
elligator2,11,8,0,75,100,5402,2001.0
simple_swu,11,6,0,75,100,5402,2308.0
simple_swu,11,1,0,75,100,5402,2301.0
elligator2,11,5,0,75,100,5402,1882.0
elligator2,11,1,0,75,100,5402,1862.0
simple_swu,11,4,0,75,100,5402,2356.0
simple_swu,11,8,1,75,100,5402,2266.0
simple_swu,11,0,1,75,100,5402,2246.0
elligator2,11,6,0,75,100,5402,1899.0
simple_swu,11,10,0,75,100,5402,2298.0
elligator2,11,0,0,75,100,5402,1949.0
elligator2,11,3,0,75,100,5402,1864.0
simple_swu,11,9,0,75,100,5402,2315.0
simple_swu,11,7,0,76,100,5402,2291.0
simple_swu,11,2,0,76,100,5402,2317.0
elligator2,11,8,0,76,100,5402,1876.0
elligator2,11,7,1,76,100,5402,1916.0
elligator2,11,6,0,76,100,5402,1873.0
simple_swu,11,5,0,76,100,5402,2325.0
elligator2,11,4,1,76,100,5402,1930.0
simple_swu,11,0,1,76,100,5402,2277.0
simple_swu,11,1,0,76,100,5402,2316.0
simple_swu,11,6,0,76,100,5402,2298.0
simple_swu,11,3,1,76,100,5402,2373.0
simple_swu,11,10,0,76,100,5402,2340.0
simple_swu,11,4,0,76,100,5402,2324.0
elligator2,11,5,0,76,100,5402,1928.0
simple_swu,11,9,0,76,100,5402,2328.0
elligator2,11,10,0,76,100,5402,1904.0
elligator2,11,0,0,76,100,5402,1917.0
elligator2,11,1,0,76,100,5402,1883.0
simple_swu,11,8,1,76,100,5402,2302.0
elligator2,11,3,0,76,100,5402,1920.0
elligator2,11,9,0,76,100,5402,1936.0
elligator2,11,2,0,76,100,5402,1899.0
simple_swu,11,4,0,77,100,5402,2349.0
simple_swu,11,3,1,77,100,5402,2278.0
simple_swu,11,5,0,77,100,5402,2340.0
elligator2,11,4,1,77,100,5402,1924.0
simple_swu,11,1,0,77,100,5402,2356.0
elligator2,11,7,1,77,100,5402,1947.0
elligator2,11,0,0,77,100,5402,1962.0
elligator2,11,5,0,77,100,5402,1883.0
elligator2,11,8,0,77,100,5402,1936.0
elligator2,11,6,0,77,100,5402,1887.0
simple_swu,11,2,0,77,100,5402,2304.0
simple_swu,11,8,1,77,100,5402,2258.0
elligator2,11,2,0,77,100,5402,1876.0
elligator2,11,3,0,77,100,5402,1869.0
elligator2,11,1,0,77,100,5402,1847.0
elligator2,11,10,0,77,100,5402,1849.0
simple_swu,11,7,0,77,100,5402,2332.0
simple_swu,11,10,0,77,100,5402,2306.0
simple_swu,11,6,0,77,100,5402,2294.0
elligator2,11,9,0,77,100,5402,1869.0
simple_swu,11,9,0,77,100,5402,2331.0
simple_swu,11,0,1,77,100,5402,2303.0
elligator2,11,7,1,78,100,5402,1929.0
elligator2,11,9,0,78,100,5402,1899.0
elligator2,11,4,1,78,100,5402,1947.0
elligator2,11,6,0,78,100,5402,1895.0
elligator2,11,2,0,78,100,5402,1888.0
simple_swu,11,7,0,78,100,5402,2342.0
simple_swu,11,8,1,78,100,5402,2293.0
simple_swu,11,4,0,78,100,5402,2390.0
simple_swu,11,0,1,78,100,5402,2311.0
simple_swu,11,2,0,78,100,5402,2337.0
simple_swu,11,10,0,78,100,5402,3477.0
simple_swu,11,9,0,78,100,5402,3542.0
elligator2,11,1,0,78,100,5402,3056.0
elligator2,11,10,0,78,100,5402,2987.0
elligator2,11,3,0,78,100,5402,2941.0
elligator2,11,0,0,78,100,5402,3005.0
simple_swu,11,5,0,78,100,5402,3545.0
elligator2,11,5,0,78,100,5402,1912.0
simple_swu,11,1,0,78,100,5402,2341.0
simple_swu,11,6,0,78,100,5402,2315.0
elligator2,11,8,0,78,100,5402,1938.0
simple_swu,11,3,1,78,100,5402,2278.0
simple_swu,11,4,0,79,100,5402,2316.0
elligator2,11,2,0,79,100,5402,1868.0
elligator2,11,9,0,79,100,5402,1902.0
elligator2,11,6,0,79,100,5402,2085.0
simple_swu,11,9,0,79,100,5402,2310.0
elligator2,11,4,1,79,100,5402,1895.0
elligator2,11,1,0,79,100,5402,1831.0
simple_swu,11,0,1,79,100,5402,2272.0
elligator2,11,5,0,79,100,5402,1874.0
simple_swu,11,7,0,79,100,5402,2310.0
elligator2,11,3,0,79,100,5402,1873.0
simple_swu,11,2,0,79,100,5402,2394.0
elligator2,11,8,0,79,100,5402,2097.0
elligator2,11,10,0,79,100,5402,1911.0
elligator2,11,7,1,79,100,5402,1941.0
simple_swu,11,8,1,79,100,5402,2275.0
simple_swu,11,1,0,79,100,5402,2302.0
simple_swu,11,3,1,79,100,5402,2274.0
simple_swu,11,10,0,79,100,5402,2292.0
elligator2,11,0,0,79,100,5402,1936.0
simple_swu,11,5,0,79,100,5402,2308.0
simple_swu,11,6,0,79,100,5402,2320.0
elligator2,11,10,0,80,100,5402,1904.0
simple_swu,11,7,0,80,100,5402,2318.0
elligator2,11,4,1,80,100,5402,2056.0
simple_swu,11,4,0,80,100,5402,2335.0
simple_swu,11,6,0,80,100,5402,2318.0
simple_swu,11,3,1,80,100,5402,2295.0
elligator2,11,9,0,80,100,5402,1912.0
simple_swu,11,0,1,80,100,5402,2303.0
elligator2,11,2,0,80,100,5402,1885.0
simple_swu,11,1,0,80,100,5402,2336.0
simple_swu,11,2,0,80,100,5402,2325.0
simple_swu,11,10,0,80,100,5402,2362.0
simple_swu,11,9,0,80,100,5402,2311.0
elligator2,11,8,0,80,100,5402,1907.0
elligator2,11,7,1,80,100,5402,1942.0
elligator2,11,3,0,80,100,5402,1920.0
simple_swu,11,8,1,80,100,5402,2387.0
simple_swu,11,5,0,80,100,5402,2323.0
elligator2,11,6,0,80,100,5402,1938.0
elligator2,11,5,0,80,100,5402,1926.0
elligator2,11,1,0,80,100,5402,1931.0
elligator2,11,0,0,80,100,5402,1920.0
simple_swu,11,6,0,81,100,5402,2325.0
simple_swu,11,7,0,81,100,5402,2316.0
elligator2,11,2,0,81,100,5402,1874.0
simple_swu,11,2,0,81,100,5402,2395.0
simple_swu,11,8,1,81,100,5402,2264.0
elligator2,11,6,0,81,100,5402,1898.0
simple_swu,11,5,0,81,100,5402,2326.0
elligator2,11,10,0,81,100,5402,1881.0
elligator2,11,0,0,81,100,5402,1978.0
elligator2,11,5,0,81,100,5402,1886.0
simple_swu,11,1,0,81,100,5402,2347.0
elligator2,11,3,0,81,100,5402,1896.0
elligator2,11,8,0,81,100,5402,1906.0
simple_swu,11,9,0,81,100,5402,4928.0
simple_swu,11,0,1,81,100,5402,4190.0
simple_swu,11,4,0,81,100,5402,2396.0
simple_swu,11,10,0,81,100,5402,2317.0
elligator2,11,4,1,81,100,5402,2005.0
simple_swu,11,3,1,81,100,5402,2288.0
elligator2,11,1,0,81,100,5402,2188.0
elligator2,11,9,0,81,100,5402,1865.0
elligator2,11,7,1,81,100,5402,1889.0
elligator2,11,2,0,82,100,5402,1846.0
simple_swu,11,0,1,82,100,5402,2250.0
simple_swu,11,3,1,82,100,5402,2232.0
elligator2,11,10,0,82,100,5402,1922.0
elligator2,11,0,0,82,100,5402,1894.0
elligator2,11,5,0,82,100,5402,1926.0
simple_swu,11,9,0,82,100,5402,2305.0
elligator2,11,6,0,82,100,5402,1872.0
simple_swu,11,6,0,82,100,5402,2281.0
elligator2,11,9,0,82,100,5402,1841.0
elligator2,11,4,1,82,100,5402,1895.0
elligator2,11,7,1,82,100,5402,1888.0
simple_swu,11,10,0,82,100,5402,2296.0
simple_swu,11,7,0,82,100,5402,2401.0
