mapping,p,u,exceptional,sample,batch,seed,nanoseconds_per_call
elligator2,11,1,0,183,100,5402,2008.0
elligator2,11,2,0,184,100,5402,1935.0
simple_swu,11,5,0,184,100,5402,2529.0
elligator2,11,7,1,184,100,5402,2069.0
elligator2,11,3,0,184,100,5402,2046.0
elligator2,11,4,1,184,100,5402,1954.0
simple_swu,11,6,0,184,100,5402,2345.0
elligator2,11,10,0,184,100,5402,2004.0
simple_swu,11,3,1,184,100,5402,2348.0
simple_swu,11,7,0,184,100,5402,2520.0
elligator2,11,6,0,184,100,5402,2044.0
simple_swu,11,10,0,184,100,5402,2736.0
simple_swu,11,9,0,184,100,5402,2662.0
elligator2,11,9,0,184,100,5402,2317.0
elligator2,11,5,0,184,100,5402,1917.0
simple_swu,11,4,0,184,100,5402,2367.0
elligator2,11,1,0,184,100,5402,1902.0
simple_swu,11,2,0,184,100,5402,2324.0
simple_swu,11,8,1,184,100,5402,2272.0
elligator2,11,8,0,184,100,5402,1902.0
simple_swu,11,1,0,184,100,5402,2529.0
elligator2,11,0,0,184,100,5402,2130.0
simple_swu,11,0,1,184,100,5402,3603.0
elligator2,11,2,0,185,100,5402,2758.0
elligator2,11,0,0,185,100,5402,1909.0
simple_swu,11,7,0,185,100,5402,2301.0
elligator2,11,6,0,185,100,5402,1859.0
elligator2,11,8,0,185,100,5402,1841.0
simple_swu,11,5,0,185,100,5402,2278.0
elligator2,11,5,0,185,100,5402,2036.0
simple_swu,11,8,1,185,100,5402,2244.0
simple_swu,11,0,1,185,100,5402,2228.0
simple_swu,11,1,0,185,100,5402,2325.0
elligator2,11,9,0,185,100,5402,1859.0
simple_swu,11,9,0,185,100,5402,2284.0
simple_swu,11,3,1,185,100,5402,2271.0
elligator2,11,1,0,185,100,5402,1885.0
simple_swu,11,4,0,185,100,5402,2305.0
simple_swu,11,10,0,185,100,5402,2302.0
simple_swu,11,6,0,185,100,5402,2337.0
elligator2,11,7,1,185,100,5402,1960.0
elligator2,11,10,0,185,100,5402,1879.0
elligator2,11,4,1,185,100,5402,2147.0
elligator2,11,3,0,185,100,5402,1904.0
simple_swu,11,2,0,185,100,5402,2330.0
elligator2,11,4,1,186,100,5402,2026.0
simple_swu,11,6,0,186,100,5402,2307.0
elligator2,11,6,0,186,100,5402,1931.0
simple_swu,11,9,0,186,100,5402,2381.0
elligator2,11,3,0,186,100,5402,1924.0
elligator2,11,5,0,186,100,5402,1899.0
simple_swu,11,2,0,186,100,5402,2311.0
simple_swu,11,3,1,186,100,5402,2303.0
elligator2,11,1,0,186,100,5402,1896.0
simple_swu,11,5,0,186,100,5402,2347.0
elligator2,11,0,0,186,100,5402,1930.0
elligator2,11,10,0,186,100,5402,1872.0
simple_swu,11,1,0,186,100,5402,2375.0
simple_swu,11,4,0,186,100,5402,2320.0
elligator2,11,2,0,186,100,5402,1881.0
simple_swu,11,0,1,186,100,5402,2260.0
elligator2,11,8,0,186,100,5402,2069.0
elligator2,11,9,0,186,100,5402,2168.0
simple_swu,11,10,0,186,100,5402,2398.0
simple_swu,11,8,1,186,100,5402,2337.0
simple_swu,11,7,0,186,100,5402,2474.0
elligator2,11,7,1,186,100,5402,2033.0
elligator2,11,6,0,187,100,5402,1971.0
elligator2,11,9,0,187,100,5402,2055.0
simple_swu,11,4,0,187,100,5402,2328.0
elligator2,11,7,1,187,100,5402,1881.0
elligator2,11,5,0,187,100,5402,1870.0
simple_swu,11,10,0,187,100,5402,2293.0
simple_swu,11,1,0,187,100,5402,2283.0
simple_swu,11,8,1,187,100,5402,2230.0
simple_swu,11,6,0,187,100,5402,2282.0
simple_swu,11,7,0,187,100,5402,2313.0
elligator2,11,2,0,187,100,5402,1862.0
elligator2,11,10,0,187,100,5402,1842.0
simple_swu,11,5,0,187,100,5402,2354.0
elligator2,11,8,0,187,100,5402,1887.0
elligator2,11,4,1,187,100,5402,1907.0
elligator2,11,3,0,187,100,5402,1877.0
simple_swu,11,3,1,187,100,5402,2247.0
elligator2,11,1,0,187,100,5402,1900.0
simple_swu,11,2,0,187,100,5402,2289.0
simple_swu,11,0,1,187,100,5402,2263.0
simple_swu,11,9,0,187,100,5402,2287.0
elligator2,11,0,0,187,100,5402,1937.0
simple_swu,11,7,0,188,100,5402,2298.0
simple_swu,11,1,0,188,100,5402,2296.0
simple_swu,11,0,1,188,100,5402,2257.0
elligator2,11,1,0,188,100,5402,1884.0
simple_swu,11,10,0,188,100,5402,2634.0
simple_swu,11,3,1,188,100,5402,2466.0
elligator2,11,4,1,188,100,5402,1945.0
elligator2,11,7,1,188,100,5402,1909.0
simple_swu,11,6,0,188,100,5402,2407.0
elligator2,11,5,0,188,100,5402,1905.0
elligator2,11,10,0,188,100,5402,1899.0
elligator2,11,8,0,188,100,5402,1894.0
elligator2,11,6,0,188,100,5402,1989.0
elligator2,11,3,0,188,100,5402,1883.0
simple_swu,11,5,0,188,100,5402,2367.0
elligator2,11,9,0,188,100,5402,1894.0
elligator2,11,2,0,188,100,5402,1912.0
simple_swu,11,8,1,188,100,5402,2244.0
simple_swu,11,4,0,188,100,5402,3030.0
elligator2,11,0,0,188,100,5402,2893.0
simple_swu,11,2,0,188,100,5402,2323.0
simple_swu,11,9,0,188,100,5402,2319.0
simple_swu,11,3,1,189,100,5402,2301.0
simple_swu,11,0,1,189,100,5402,2270.0
elligator2,11,6,0,189,100,5402,1947.0
simple_swu,11,9,0,189,100,5402,2330.0
simple_swu,11,7,0,189,100,5402,2316.0
elligator2,11,1,0,189,100,5402,1922.0
elligator2,11,3,0,189,100,5402,1918.0
elligator2,11,8,0,189,100,5402,1922.0
elligator2,11,5,0,189,100,5402,1983.0
simple_swu,11,1,0,189,100,5402,2313.0
elligator2,11,4,1,189,100,5402,2329.0
elligator2,11,9,0,189,100,5402,1902.0
elligator2,11,7,1,189,100,5402,1912.0
simple_swu,11,6,0,189,100,5402,2320.0
simple_swu,11,10,0,189,100,5402,2446.0
elligator2,11,10,0,189,100,5402,2200.0
elligator2,11,0,0,189,100,5402,2003.0
simple_swu,11,8,1,189,100,5402,2718.0
simple_swu,11,4,0,189,100,5402,2736.0
simple_swu,11,2,0,189,100,5402,2382.0
simple_swu,11,5,0,189,100,5402,2320.0
elligator2,11,2,0,189,100,5402,1896.0
elligator2,11,7,1,190,100,5402,1889.0
simple_swu,11,1,0,190,100,5402,2340.0
elligator2,11,5,0,190,100,5402,1886.0
simple_swu,11,9,0,190,100,5402,2284.0
simple_swu,11,3,1,190,100,5402,2274.0
simple_swu,11,5,0,190,100,5402,2316.0
simple_swu,11,7,0,190,100,5402,2336.0
elligator2,11,10,0,190,100,5402,1868.0
elligator2,11,9,0,190,100,5402,1853.0
elligator2,11,1,0,190,100,5402,1845.0
elligator2,11,0,0,190,100,5402,2013.0
simple_swu,11,8,1,190,100,5402,2260.0
elligator2,11,6,0,190,100,5402,1907.0
elligator2,11,2,0,190,100,5402,1932.0
simple_swu,11,0,1,190,100,5402,2262.0
elligator2,11,3,0,190,100,5402,1873.0
elligator2,11,8,0,190,100,5402,1895.0
simple_swu,11,10,0,190,100,5402,2285.0
simple_swu,11,2,0,190,100,5402,2301.0
simple_swu,11,6,0,190,100,5402,2292.0
elligator2,11,4,1,190,100,5402,1913.0
simple_swu,11,4,0,190,100,5402,2305.0
elligator2,11,0,0,191,100,5402,1903.0
elligator2,11,6,0,191,100,5402,1859.0
simple_swu,11,1,0,191,100,5402,2321.0
simple_swu,11,3,1,191,100,5402,2368.0
simple_swu,11,5,0,191,100,5402,2327.0
elligator2,11,1,0,191,100,5402,1970.0
simple_swu,11,8,1,191,100,5402,2327.0
elligator2,11,5,0,191,100,5402,1904.0
elligator2,11,2,0,191,100,5402,2596.0
simple_swu,11,6,0,191,100,5402,2743.0
simple_swu,11,7,0,191,100,5402,3569.0
simple_swu,11,2,0,191,100,5402,2556.0
elligator2,11,3,0,191,100,5402,1943.0
elligator2,11,7,1,191,100,5402,1943.0
simple_swu,11,0,1,191,100,5402,2313.0
simple_swu,11,10,0,191,100,5402,2281.0
elligator2,11,9,0,191,100,5402,1874.0
elligator2,11,8,0,191,100,5402,1932.0
elligator2,11,10,0,191,100,5402,1948.0
simple_swu,11,9,0,191,100,5402,2327.0
simple_swu,11,4,0,191,100,5402,2316.0
elligator2,11,4,1,191,100,5402,1981.0
elligator2,11,9,0,192,100,5402,1884.0
simple_swu,11,4,0,192,100,5402,2436.0
elligator2,11,5,0,192,100,5402,1918.0
simple_swu,11,10,0,192,100,5402,2343.0
simple_swu,11,8,1,192,100,5402,2283.0
elligator2,11,0,0,192,100,5402,2067.0
simple_swu,11,2,0,192,100,5402,2364.0
elligator2,11,3,0,192,100,5402,1946.0
simple_swu,11,0,1,192,100,5402,2290.0
elligator2,11,10,0,192,100,5402,1921.0
simple_swu,11,1,0,192,100,5402,2384.0
elligator2,11,8,0,192,100,5402,2032.0
simple_swu,11,9,0,192,100,5402,2354.0
elligator2,11,2,0,192,100,5402,2008.0
simple_swu,11,6,0,192,100,5402,2357.0
elligator2,11,1,0,192,100,5402,2229.0
simple_swu,11,3,1,192,100,5402,2314.0
simple_swu,11,7,0,192,100,5402,2469.0
elligator2,11,6,0,192,100,5402,2197.0
elligator2,11,7,1,192,100,5402,2031.0
simple_swu,11,5,0,192,100,5402,2370.0
elligator2,11,4,1,192,100,5402,1891.0
elligator2,11,9,0,193,100,5402,1855.0
simple_swu,11,1,0,193,100,5402,2324.0
elligator2,11,10,0,193,100,5402,1931.0
elligator2,11,3,0,193,100,5402,2002.0
simple_swu,11,10,0,193,100,5402,2347.0
simple_swu,11,3,1,193,100,5402,2286.0
elligator2,11,7,1,193,100,5402,1908.0
elligator2,11,8,0,193,100,5402,1880.0
simple_swu,11,8,1,193,100,5402,2277.0
elligator2,11,0,0,193,100,5402,1932.0
simple_swu,11,4,0,193,100,5402,2419.0
simple_swu,11,5,0,193,100,5402,2373.0
simple_swu,11,6,0,193,100,5402,2349.0
elligator2,11,1,0,193,100,5402,1889.0
simple_swu,11,9,0,193,100,5402,2335.0
elligator2,11,5,0,193,100,5402,1977.0
simple_swu,11,0,1,193,100,5402,2373.0
elligator2,11,2,0,193,100,5402,1983.0
simple_swu,11,2,0,193,100,5402,2346.0
elligator2,11,6,0,193,100,5402,1900.0
elligator2,11,4,1,193,100,5402,1941.0
simple_swu,11,7,0,193,100,5402,2324.0
simple_swu,11,0,1,194,100,5402,3373.0
simple_swu,11,6,0,194,100,5402,2976.0
elligator2,11,8,0,194,100,5402,1911.0
simple_swu,11,2,0,194,100,5402,2322.0
elligator2,11,1,0,194,100,5402,1987.0
simple_swu,11,7,0,194,100,5402,2314.0
simple_swu,11,1,0,194,100,5402,2373.0
elligator2,11,0,0,194,100,5402,1940.0
simple_swu,11,3,1,194,100,5402,2278.0
elligator2,11,3,0,194,100,5402,1998.0
elligator2,11,4,1,194,100,5402,1928.0
elligator2,11,2,0,194,100,5402,1893.0
elligator2,11,10,0,194,100,5402,2419.0
elligator2,11,5,0,194,100,5402,2656.0
simple_swu,11,10,0,194,100,5402,2430.0
elligator2,11,9,0,194,100,5402,1952.0
simple_swu,11,4,0,194,100,5402,2564.0
elligator2,11,6,0,194,100,5402,1978.0
simple_swu,11,9,0,194,100,5402,2447.0
elligator2,11,7,1,194,100,5402,2032.0
simple_swu,11,8,1,194,100,5402,2580.0
simple_swu,11,5,0,194,100,5402,2274.0
simple_swu,11,8,1,195,100,5402,2288.0
elligator2,11,8,0,195,100,5402,1913.0
elligator2,11,5,0,195,100,5402,1923.0
simple_swu,11,7,0,195,100,5402,2424.0
simple_swu,11,6,0,195,100,5402,2297.0
simple_swu,11,5,0,195,100,5402,2324.0
simple_swu,11,0,1,195,100,5402,2572.0
elligator2,11,2,0,195,100,5402,1961.0
simple_swu,11,3,1,195,100,5402,2267.0
elligator2,11,6,0,195,100,5402,1893.0
simple_swu,11,10,0,195,100,5402,2335.0
elligator2,11,9,0,195,100,5402,1910.0
simple_swu,11,9,0,195,100,5402,2304.0
elligator2,11,3,0,195,100,5402,1988.0
elligator2,11,7,1,195,100,5402,2213.0
elligator2,11,4,1,195,100,5402,1889.0
elligator2,11,10,0,195,100,5402,1905.0
simple_swu,11,1,0,195,100,5402,2341.0
elligator2,11,0,0,195,100,5402,1875.0
elligator2,11,1,0,195,100,5402,1847.0
simple_swu,11,4,0,195,100,5402,2385.0
simple_swu,11,2,0,195,100,5402,2351.0
elligator2,11,10,0,196,100,5402,1865.0
elligator2,11,1,0,196,100,5402,2080.0
simple_swu,11,4,0,196,100,5402,2329.0
simple_swu,11,1,0,196,100,5402,2348.0
elligator2,11,0,0,196,100,5402,1939.0
elligator2,11,2,0,196,100,5402,1861.0
simple_swu,11,9,0,196,100,5402,2425.0
simple_swu,11,10,0,196,100,5402,2301.0
elligator2,11,9,0,196,100,5402,1912.0
simple_swu,11,5,0,196,100,5402,2373.0
simple_swu,11,7,0,196,100,5402,2296.0
simple_swu,11,6,0,196,100,5402,2286.0
simple_swu,11,0,1,196,100,5402,2463.0
simple_swu,11,3,1,196,100,5402,2706.0
elligator2,11,5,0,196,100,5402,2287.0
elligator2,11,7,1,196,100,5402,2694.0
simple_swu,11,8,1,196,100,5402,3502.0
simple_swu,11,2,0,196,100,5402,3734.0
elligator2,11,6,0,196,100,5402,1980.0
elligator2,11,4,1,196,100,5402,1940.0
elligator2,11,8,0,196,100,5402,1885.0
elligator2,11,3,0,196,100,5402,1875.0
simple_swu,11,7,0,197,100,5402,2318.0
simple_swu,11,10,0,197,100,5402,2297.0
elligator2,11,7,1,197,100,5402,1993.0
elligator2,11,0,0,197,100,5402,2002.0
simple_swu,11,5,0,197,100,5402,2296.0
elligator2,11,8,0,197,100,5402,1903.0
simple_swu,11,8,1,197,100,5402,2298.0
elligator2,11,2,0,197,100,5402,1885.0
simple_swu,11,6,0,197,100,5402,2264.0
simple_swu,11,2,0,197,100,5402,2314.0
simple_swu,11,9,0,197,100,5402,2259.0
elligator2,11,10,0,197,100,5402,1870.0
simple_swu,11,0,1,197,100,5402,2521.0
simple_swu,11,4,0,197,100,5402,2391.0
elligator2,11,6,0,197,100,5402,1933.0
elligator2,11,1,0,197,100,5402,1940.0
elligator2,11,3,0,197,100,5402,2495.0
elligator2,11,5,0,197,100,5402,2722.0
elligator2,11,9,0,197,100,5402,3017.0
simple_swu,11,3,1,197,100,5402,3629.0
simple_swu,11,1,0,197,100,5402,2404.0
elligator2,11,4,1,197,100,5402,1910.0
elligator2,11,6,0,198,100,5402,1886.0
simple_swu,11,8,1,198,100,5402,2257.0
elligator2,11,9,0,198,100,5402,1874.0
elligator2,11,3,0,198,100,5402,1867.0
simple_swu,11,4,0,198,100,5402,2388.0
simple_swu,11,1,0,198,100,5402,2513.0
elligator2,11,7,1,198,100,5402,1986.0
simple_swu,11,0,1,198,100,5402,2304.0
elligator2,11,0,0,198,100,5402,1987.0
simple_swu,11,7,0,198,100,5402,2361.0
elligator2,11,4,1,198,100,5402,1942.0
simple_swu,11,9,0,198,100,5402,2338.0
elligator2,11,2,0,198,100,5402,1917.0
elligator2,11,5,0,198,100,5402,1910.0
simple_swu,11,3,1,198,100,5402,2342.0
elligator2,11,1,0,198,100,5402,1912.0
elligator2,11,8,0,198,100,5402,1911.0
simple_swu,11,10,0,198,100,5402,2384.0
simple_swu,11,5,0,198,100,5402,2386.0
simple_swu,11,2,0,198,100,5402,2343.0
elligator2,11,10,0,198,100,5402,1912.0
simple_swu,11,6,0,198,100,5402,2336.0
simple_swu,11,3,1,199,100,5402,2277.0
simple_swu,11,4,0,199,100,5402,2337.0
simple_swu,11,1,0,199,100,5402,2610.0
simple_swu,11,8,1,199,100,5402,2419.0
elligator2,11,0,0,199,100,5402,2026.0
simple_swu,11,0,1,199,100,5402,2298.0
elligator2,11,8,0,199,100,5402,1921.0
simple_swu,11,6,0,199,100,5402,2345.0
simple_swu,11,9,0,199,100,5402,2333.0
simple_swu,11,2,0,199,100,5402,2394.0
simple_swu,11,7,0,199,100,5402,2336.0
elligator2,11,7,1,199,100,5402,1916.0
simple_swu,11,10,0,199,100,5402,2385.0
simple_swu,11,5,0,199,100,5402,2623.0
elligator2,11,5,0,199,100,5402,1962.0
elligator2,11,4,1,199,100,5402,1962.0
elligator2,11,2,0,199,100,5402,1886.0
elligator2,11,9,0,199,100,5402,1876.0
elligator2,11,1,0,199,100,5402,2851.0
elligator2,11,3,0,199,100,5402,3498.0
elligator2,11,6,0,199,100,5402,1938.0
elligator2,11,10,0,199,100,5402,1924.0
elligator2,11,1,0,200,100,5402,1933.0
simple_swu,11,4,0,200,100,5402,2565.0
simple_swu,11,1,0,200,100,5402,2364.0
elligator2,11,7,1,200,100,5402,1965.0
simple_swu,11,10,0,200,100,5402,2358.0
elligator2,11,5,0,200,100,5402,2244.0
elligator2,11,8,0,200,100,5402,2180.0
simple_swu,11,6,0,200,100,5402,2432.0
simple_swu,11,9,0,200,100,5402,2504.0
elligator2,11,4,1,200,100,5402,1982.0
elligator2,11,6,0,200,100,5402,1965.0
simple_swu,11,8,1,200,100,5402,2338.0
elligator2,11,10,0,200,100,5402,1925.0
simple_swu,11,0,1,200,100,5402,2807.0
elligator2,11,0,0,200,100,5402,1963.0
elligator2,11,9,0,200,100,5402,2763.0
simple_swu,11,5,0,200,100,5402,2458.0
elligator2,11,3,0,200,100,5402,1926.0
elligator2,11,2,0,200,100,5402,2033.0
simple_swu,11,3,1,200,100,5402,2329.0
simple_swu,11,2,0,200,100,5402,2891.0
simple_swu,11,7,0,200,100,5402,3072.0
simple_swu,11,9,0,201,100,5402,2472.0
elligator2,11,10,0,201,100,5402,1953.0
simple_swu,11,2,0,201,100,5402,2355.0
simple_swu,11,1,0,201,100,5402,2411.0
elligator2,11,7,1,201,100,5402,1951.0
elligator2,11,2,0,201,100,5402,1865.0
simple_swu,11,4,0,201,100,5402,2352.0
elligator2,11,1,0,201,100,5402,2196.0
simple_swu,11,10,0,201,100,5402,2452.0
simple_swu,11,8,1,201,100,5402,2298.0
elligator2,11,4,1,201,100,5402,1996.0
simple_swu,11,3,1,201,100,5402,2306.0
elligator2,11,9,0,201,100,5402,1890.0
simple_swu,11,7,0,201,100,5402,2367.0
elligator2,11,6,0,201,100,5402,1891.0
elligator2,11,0,0,201,100,5402,1994.0
elligator2,11,5,0,201,100,5402,1879.0
simple_swu,11,5,0,201,100,5402,2358.0
elligator2,11,3,0,201,100,5402,1842.0
simple_swu,11,0,1,201,100,5402,2278.0
elligator2,11,8,0,201,100,5402,1842.0
simple_swu,11,6,0,201,100,5402,2351.0
simple_swu,11,8,1,202,100,5402,2333.0
simple_swu,11,1,0,202,100,5402,2456.0
simple_swu,11,4,0,202,100,5402,2323.0
simple_swu,11,2,0,202,100,5402,3468.0
simple_swu,11,10,0,202,100,5402,3635.0
elligator2,11,1,0,202,100,5402,3068.0
elligator2,11,4,1,202,100,5402,3063.0
elligator2,11,6,0,202,100,5402,2970.0
elligator2,11,0,0,202,100,5402,2546.0
elligator2,11,9,0,202,100,5402,1875.0
elligator2,11,3,0,202,100,5402,1890.0
elligator2,11,10,0,202,100,5402,1963.0
elligator2,11,2,0,202,100,5402,1889.0
elligator2,11,7,1,202,100,5402,1931.0
simple_swu,11,3,1,202,100,5402,2384.0
simple_swu,11,7,0,202,100,5402,2368.0
elligator2,11,8,0,202,100,5402,1923.0
elligator2,11,5,0,202,100,5402,1971.0
simple_swu,11,6,0,202,100,5402,2401.0
simple_swu,11,9,0,202,100,5402,2363.0
simple_swu,11,5,0,202,100,5402,2358.0
simple_swu,11,0,1,202,100,5402,2324.0
simple_swu,11,6,0,203,100,5402,2359.0
simple_swu,11,4,0,203,100,5402,2354.0
simple_swu,11,7,0,203,100,5402,2414.0
simple_swu,11,1,0,203,100,5402,2366.0
elligator2,11,2,0,203,100,5402,1895.0
simple_swu,11,10,0,203,100,5402,2682.0
simple_swu,11,9,0,203,100,5402,2397.0
elligator2,11,8,0,203,100,5402,1930.0
simple_swu,11,5,0,203,100,5402,2347.0
elligator2,11,9,0,203,100,5402,1899.0
elligator2,11,6,0,203,100,5402,1884.0
elligator2,11,3,0,203,100,5402,1885.0
elligator2,11,1,0,203,100,5402,1878.0
elligator2,11,0,0,203,100,5402,1934.0
simple_swu,11,0,1,203,100,5402,2557.0
elligator2,11,5,0,203,100,5402,2049.0
elligator2,11,7,1,203,100,5402,1980.0
simple_swu,11,3,1,203,100,5402,2318.0
simple_swu,11,8,1,203,100,5402,2298.0
elligator2,11,4,1,203,100,5402,1974.0
elligator2,11,10,0,203,100,5402,1915.0
simple_swu,11,2,0,203,100,5402,2365.0
elligator2,11,4,1,204,100,5402,2525.0
simple_swu,11,6,0,204,100,5402,3742.0
simple_swu,11,3,1,204,100,5402,3724.0
simple_swu,11,9,0,204,100,5402,3715.0
simple_swu,11,0,1,204,100,5402,3720.0
elligator2,11,0,0,204,100,5402,3100.0
elligator2,11,7,1,204,100,5402,3106.0
elligator2,11,3,0,204,100,5402,3018.0
elligator2,11,2,0,204,100,5402,3028.0
elligator2,11,5,0,204,100,5402,3054.0
simple_swu,11,1,0,204,100,5402,3724.0
elligator2,11,1,0,204,100,5402,3055.0
simple_swu,11,4,0,204,100,5402,3804.0
elligator2,11,6,0,204,100,5402,3059.0
simple_swu,11,5,0,204,100,5402,3717.0
simple_swu,11,8,1,204,100,5402,3702.0
simple_swu,11,10,0,204,100,5402,3704.0
elligator2,11,9,0,204,100,5402,3056.0
simple_swu,11,7,0,204,100,5402,4019.0
elligator2,11,10,0,204,100,5402,3043.0
simple_swu,11,2,0,204,100,5402,3729.0
elligator2,11,8,0,204,100,5402,3063.0
elligator2,11,2,0,205,100,5402,3040.0
elligator2,11,9,0,205,100,5402,3040.0
simple_swu,11,8,1,205,100,5402,3778.0
elligator2,11,1,0,205,100,5402,3086.0
simple_swu,11,0,1,205,100,5402,3739.0
simple_swu,11,9,0,205,100,5402,3758.0
simple_swu,11,1,0,205,100,5402,3690.0
simple_swu,11,6,0,205,100,5402,3705.0
elligator2,11,3,0,205,100,5402,3076.0
elligator2,11,6,0,205,100,5402,3056.0
elligator2,11,10,0,205,100,5402,3099.0
simple_swu,11,4,0,205,100,5402,3773.0
elligator2,11,4,1,205,100,5402,3139.0
elligator2,11,8,0,205,100,5402,3136.0
elligator2,11,7,1,205,100,5402,3101.0
elligator2,11,0,0,205,100,5402,3157.0
simple_swu,11,7,0,205,100,5402,3775.0
simple_swu,11,2,0,205,100,5402,3705.0
simple_swu,11,5,0,205,100,5402,3700.0
simple_swu,11,3,1,205,100,5402,3717.0
simple_swu,11,10,0,205,100,5402,3720.0
elligator2,11,5,0,205,100,5402,3106.0
simple_swu,11,3,1,206,100,5402,3719.0
simple_swu,11,7,0,206,100,5402,3724.0
elligator2,11,5,0,206,100,5402,2918.0
simple_swu,11,5,0,206,100,5402,2376.0
elligator2,11,10,0,206,100,5402,1904.0
elligator2,11,0,0,206,100,5402,1956.0
simple_swu,11,0,1,206,100,5402,2302.0
simple_swu,11,10,0,206,100,5402,2554.0
elligator2,11,9,0,206,100,5402,1928.0
simple_swu,11,9,0,206,100,5402,2360.0
simple_swu,11,1,0,206,100,5402,2351.0
elligator2,11,4,1,206,100,5402,1930.0
elligator2,11,6,0,206,100,5402,1889.0
elligator2,11,8,0,206,100,5402,1918.0
elligator2,11,7,1,206,100,5402,1892.0
simple_swu,11,6,0,206,100,5402,2377.0
simple_swu,11,2,0,206,100,5402,2478.0
simple_swu,11,8,1,206,100,5402,2290.0
elligator2,11,3,0,206,100,5402,1913.0
elligator2,11,1,0,206,100,5402,1944.0
simple_swu,11,4,0,206,100,5402,2443.0
elligator2,11,2,0,206,100,5402,1898.0
simple_swu,11,10,0,207,100,5402,2322.0
elligator2,11,10,0,207,100,5402,1869.0
elligator2,11,1,0,207,100,5402,1910.0
elligator2,11,2,0,207,100,5402,1868.0
simple_swu,11,4,0,207,100,5402,3211.0
simple_swu,11,7,0,207,100,5402,2754.0
elligator2,11,3,0,207,100,5402,1989.0
simple_swu,11,3,1,207,100,5402,2370.0
simple_swu,11,8,1,207,100,5402,2267.0
simple_swu,11,9,0,207,100,5402,2353.0
elligator2,11,7,1,207,100,5402,1965.0
elligator2,11,9,0,207,100,5402,1986.0
elligator2,11,4,1,207,100,5402,2358.0
elligator2,11,8,0,207,100,5402,2889.0
simple_swu,11,6,0,207,100,5402,2920.0
elligator2,11,0,0,207,100,5402,2709.0
simple_swu,11,1,0,207,100,5402,2432.0
simple_swu,11,2,0,207,100,5402,2349.0
elligator2,11,6,0,207,100,5402,1922.0
simple_swu,11,0,1,207,100,5402,2370.0
elligator2,11,5,0,207,100,5402,1957.0
simple_swu,11,5,0,207,100,5402,2391.0
simple_swu,11,10,0,208,100,5402,2395.0
elligator2,11,1,0,208,100,5402,2067.0
simple_swu,11,9,0,208,100,5402,2382.0
elligator2,11,4,1,208,100,5402,2102.0
elligator2,11,10,0,208,100,5402,2005.0
elligator2,11,2,0,208,100,5402,1927.0
simple_swu,11,7,0,208,100,5402,2495.0
elligator2,11,9,0,208,100,5402,1945.0
simple_swu,11,2,0,208,100,5402,2392.0
elligator2,11,5,0,208,100,5402,1967.0
simple_swu,11,8,1,208,100,5402,2604.0
simple_swu,11,0,1,208,100,5402,2477.0
elligator2,11,7,1,208,100,5402,2005.0
simple_swu,11,1,0,208,100,5402,2379.0
simple_swu,11,3,1,208,100,5402,2305.0
elligator2,11,0,0,208,100,5402,1959.0
elligator2,11,8,0,208,100,5402,1939.0
simple_swu,11,5,0,208,100,5402,2370.0
elligator2,11,3,0,208,100,5402,2165.0
simple_swu,11,6,0,208,100,5402,2941.0
elligator2,11,6,0,208,100,5402,1981.0
simple_swu,11,4,0,208,100,5402,2356.0
elligator2,11,9,0,209,100,5402,1911.0
simple_swu,11,6,0,209,100,5402,2354.0
simple_swu,11,7,0,209,100,5402,3427.0
simple_swu,11,0,1,209,100,5402,2674.0
simple_swu,11,4,0,209,100,5402,2344.0
elligator2,11,3,0,209,100,5402,1973.0
simple_swu,11,5,0,209,100,5402,2476.0
elligator2,11,10,0,209,100,5402,2000.0
elligator2,11,1,0,209,100,5402,1922.0
elligator2,11,5,0,209,100,5402,1952.0
simple_swu,11,10,0,209,100,5402,2345.0
simple_swu,11,9,0,209,100,5402,2384.0
simple_swu,11,1,0,209,100,5402,2348.0
simple_swu,11,3,1,209,100,5402,2300.0
elligator2,11,6,0,209,100,5402,1958.0
elligator2,11,8,0,209,100,5402,2037.0
elligator2,11,7,1,209,100,5402,1980.0
elligator2,11,2,0,209,100,5402,1941.0
elligator2,11,0,0,209,100,5402,2026.0
simple_swu,11,2,0,209,100,5402,2361.0
elligator2,11,4,1,209,100,5402,1950.0
simple_swu,11,8,1,209,100,5402,2326.0
elligator2,11,5,0,210,100,5402,2026.0
simple_swu,11,6,0,210,100,5402,2345.0
simple_swu,11,8,1,210,100,5402,2318.0
simple_swu,11,5,0,210,100,5402,2350.0
elligator2,11,0,0,210,100,5402,1970.0
simple_swu,11,7,0,210,100,5402,2403.0
elligator2,11,10,0,210,100,5402,1965.0
simple_swu,11,10,0,210,100,5402,2343.0
simple_swu,11,9,0,210,100,5402,2328.0
simple_swu,11,0,1,210,100,5402,2401.0
elligator2,11,7,1,210,100,5402,1959.0
elligator2,11,2,0,210,100,5402,2532.0
elligator2,11,8,0,210,100,5402,3084.0
elligator2,11,9,0,210,100,5402,2163.0
simple_swu,11,1,0,210,100,5402,2418.0
simple_swu,11,4,0,210,100,5402,2391.0
simple_swu,11,2,0,210,100,5402,2359.0
simple_swu,11,3,1,210,100,5402,2858.0
elligator2,11,4,1,210,100,5402,1973.0
elligator2,11,1,0,210,100,5402,1907.0
elligator2,11,6,0,210,100,5402,1933.0
