bits,prime_index,prime,prime_mod_12,smoothness_exponent,order_bound,discriminant_exponent,discriminant_bound,explicit_order_count,explicit_success,explicit_smooth_count,explicit_best_order,explicit_best_lpf,explicit_first_smooth_order,bounded_cm_success,cm_discriminant,cm_class_number,cm_conductor,cm_trace,cm_order,cm_lpf,measurement_ms
32,60,4294965847,7,3,32768,2,1024,7,1,2,4295043844,181,4295043844,1,-3,1,60818,-77996,4295043844,181,0.602399930357933
32,61,4294965841,1,3,32768,2,1024,10,1,1,4294938100,7333,4294938100,1,-3,1,73960,27742,4294938100,7333,1.6479999758303165
32,62,4294965839,11,3,32768,2,1024,1,0,0,4294965840,1626881,,1,-43,1,19490,-29084,4294994924,13003,0.5097000394016504
32,63,4294965821,5,3,32768,2,1024,5,1,3,4294863112,1933,4294863112,1,-4,1,51355,-81428,4295047250,32233,1.1190000222995877
32,64,4294965793,1,3,32768,2,1024,10,1,1,4294871360,149,4294871360,1,-4,1,45448,94434,4294871360,149,1.1234000558033586
36,1,68719476731,11,3,46656,2,1296,1,0,0,68719476732,131071,,1,-8,1,17501,-521946,68719998678,11579,0.5969998892396688
36,2,68719476719,11,3,46656,2,1296,1,0,0,68719476720,65537,,1,-11,1,153470,125676,68719351044,17359,0.4251999780535698
36,3,68719476713,5,3,46656,2,1296,5,1,1,68719385690,5393,68719385690,1,-4,1,258163,91024,68719385690,5393,0.8274998981505632
36,4,68719476671,11,3,46656,2,1296,1,1,1,68719476672,331,68719476672,1,-115,2,18203,-486593,68719963265,20963,1.206299988552928
36,5,68719476619,7,3,46656,2,1296,7,1,1,68719191177,6301,68719191177,1,-3,1,253903,285443,68719191177,6301,1.4114000368863344
36,6,68719476599,11,3,46656,2,1296,1,0,0,68719476600,157109,,1,-11,1,157819,-30045,68719506645,661,1.5826000599190593
36,7,68719476577,1,3,46656,2,1296,10,1,3,68718953936,1013,68718953936,1,-3,1,258931,-271555,68719748133,20173,2.9368000105023384
36,8,68719476563,11,3,46656,2,1296,1,0,0,68719476564,1035743,,1,-43,1,79729,39233,68719437331,36821,0.7554000476375222
36,9,68719476547,7,3,46656,2,1296,7,1,2,68718952449,73,68718952449,1,-3,1,266113,249859,68719226689,19429,0.9834000375121832
36,10,68719476503,11,3,46656,2,1296,1,0,0,68719476504,53171,,1,-83,3,34481,-419757,68719896261,32213,0.9090000530704856
36,11,68719476493,1,3,46656,2,1296,10,1,2,68719247937,10639,68719247937,1,-3,1,272421,228557,68719247937,10639,1.9055999582633376
36,12,68719476479,11,3,46656,2,1296,1,1,1,68719476480,127,68719476480,1,-115,2,46157,-172841,68719649321,13327,1.4049999881535769
36,13,68719476433,1,3,46656,2,1296,10,1,1,68719896640,35153,68719896640,1,-4,1,156768,-420206,68719896640,35153,1.9280000124126673
36,14,68719476407,11,3,46656,2,1296,1,0,0,68719476408,2388083,,1,-59,3,63034,201132,68719275276,17539,1.703500049188733
36,15,68719476391,7,3,46656,2,1296,7,0,0,68718985825,233599,,1,-15,2,128614,163568,68719312824,953,1.3639000244438648
36,16,68719476389,5,3,46656,2,1296,5,0,0,68719366024,501133,,1,-7,1,147620,-349766,68719826156,22247,1.1688999366015196
36,17,68719476377,5,3,46656,2,1296,5,1,1,68719859216,12113,68719859216,1,-4,1,179104,-382838,68719859216,12113,1.1317000025883317
36,18,68719476361,1,3,46656,2,1296,10,0,0,68719377783,301627,,1,-15,2,75288,435722,68719040640,18049,3.7811000365763903
36,19,68719476323,11,3,46656,2,1296,1,0,0,68719476324,697603,,1,-7,1,191258,137188,68719339136,193,0.6736000068485737
36,20,68719476307,7,3,46656,2,1296,7,1,3,68719476308,2801,68719476308,1,-3,1,301249,-51235,68719527543,8779,1.219599973410368
36,21,68719476281,5,3,46656,2,1296,5,0,0,68718963872,239753,,1,-8,1,4720,-524118,68720000400,6553,1.5184000367298722
36,22,68719476271,7,3,46656,2,1296,7,1,3,68719109641,8887,68719109641,1,-3,1,216379,-366631,68719842903,22531,1.328200101852417
36,23,68719476257,5,3,46656,2,1296,5,0,0,68719612160,70921,,1,-43,1,50048,408866,68719067392,1373,3.947500023059547
36,24,68719476247,7,3,46656,2,1296,7,1,1,68719476248,17789,68719476248,1,-11,1,147273,-190513,68719666761,3169,2.516399952583015
36,25,68719476209,5,3,46656,2,1296,5,0,0,68719546580,76333,,1,-8,1,13450,522906,68718953304,18089,1.6463999636471272
36,26,68719476197,5,3,46656,2,1296,5,0,0,68719903466,661417,,1,-139,3,39116,-249398,68719725596,7681,3.093699924647808
36,27,68719476181,1,3,46656,2,1296,10,1,2,68719001000,449,68719001000,1,-3,1,291084,143834,68719332348,18919,1.6663999995216727
36,28,68719476169,1,3,46656,2,1296,10,1,1,68719972843,39439,68719972843,1,-3,1,96943,-496673,68719972843,39439,1.6006999649107456
36,29,68719476157,1,3,46656,2,1296,10,1,3,68719885767,1597,68718970420,1,-3,1,299276,-78610,68719554768,8893,2.0387000404298306
36,30,68719476149,5,3,46656,2,1296,5,1,1,68719476150,19163,68719476150,1,-7,1,54436,504118,68718972032,2293,0.8602000307291746
36,31,68719476109,1,3,46656,2,1296,10,1,4,68719655916,3067,68719296304,1,-3,1,52267,-516413,68719992523,23017,2.383299986831844
36,32,68719476053,5,3,46656,2,1296,5,0,0,68719956698,249497,,1,-79,5,40972,377174,68719098880,39827,2.875400008633733
36,33,68719476047,11,3,46656,2,1296,1,0,0,68719476048,1431655751,,1,-347,5,14141,453309,68719022739,33343,4.294899990782142
36,34,68719476019,7,3,46656,2,1296,7,1,2,68719570569,3259,68719570569,1,-3,1,297735,-94549,68719570569,3259,0.7710999343544245
36,35,68719475977,1,3,46656,2,1296,10,1,3,68719993290,509,68718998992,1,-3,1,125648,476986,68718998992,28627,1.7368000699207187
36,36,68719475947,7,3,46656,2,1296,7,1,1,68719966284,18679,68719966284,1,-3,1,107158,-490336,68719966284,18679,1.691299956291914
36,37,68719475933,5,3,46656,2,1296,5,0,0,68719475934,61879,,1,-11,1,149729,168141,68719307793,33773,0.9617001051083207
36,38,68719475911,7,3,46656,2,1296,7,1,1,68719539475,19543,68719539475,1,-3,1,300465,-63563,68719539475,19543,1.0375999845564365
36,39,68719475893,1,3,46656,2,1296,10,1,1,68719632912,1213,68719632912,1,-3,1,288804,-157018,68719632912,1213,1.6636999789625406
36,40,68719475879,11,3,46656,2,1296,1,0,0,68719475880,913337,,1,-799,16,18170,-105304,68719581184,23189,9.075300069525838
36,41,68719475837,5,3,46656,2,1296,5,1,3,68718964756,8693,68718964756,1,-4,1,255541,-116932,68719592770,46093,0.3667999990284443
36,42,68719475827,7,3,46656,2,1296,7,0,0,68719004284,194581,,1,-7,1,171562,-262380,68719738208,10193,2.580300089903176
36,43,68719475809,1,3,46656,2,1296,10,1,1,68719369152,10909,68719369152,1,-3,1,296368,106658,68719369152,10909,1.6254999209195375
36,44,68719475791,7,3,46656,2,1296,7,0,0,68719475792,825479,,1,-35,2,72447,301957,68719173835,17789,2.1575000137090683
36,45,68719475779,7,3,46656,2,1296,7,1,1,68719293727,39499,68719293727,1,-3,1,283863,182053,68719293727,39499,1.9797999411821365
36,46,68719475771,11,3,46656,2,1296,1,1,1,68719475772,42017,68719475772,1,-8,1,118195,403878,68719071894,11483,0.6717999931424856
36,47,68719475767,7,3,46656,2,1296,7,1,2,68719316337,3049,68718963508,1,-3,1,64466,512260,68718963508,9661,2.0038000075146556
36,48,68719475731,7,3,46656,2,1296,7,0,0,68719996668,72763,,1,-8,1,181761,102866,68719372866,3449,1.5661000506952405
36,49,68719475729,5,3,46656,2,1296,5,0,0,68719946626,70549,,1,-8,1,106748,-428622,68719904352,44179,2.20920005813241
36,50,68719475707,7,3,46656,2,1296,7,1,1,68719475708,5749,68719475708,1,-7,1,197934,-25156,68719500864,2003,1.1711000697687268
36,51,68719475687,11,3,46656,2,1296,1,1,1,68719475688,9157,68719475688,1,-19,1,118286,-95068,68719570756,17377,2.885900088585913
36,52,68719475659,7,3,46656,2,1296,7,0,0,68719898079,288493,,1,-8,1,179835,127094,68719348566,16097,1.7100999830290675
36,53,68719475651,11,3,46656,2,1296,1,1,1,68719475652,18517,68719475652,1,-7,1,123910,-409148,68719884800,499,0.28259993996471167
