bits,prime_index,prime,prime_mod_12,smoothness_exponent,order_bound,discriminant_exponent,discriminant_bound,explicit_order_count,explicit_success,explicit_smooth_count,explicit_best_order,explicit_best_lpf,explicit_first_smooth_order,bounded_cm_success,cm_discriminant,cm_class_number,cm_conductor,cm_trace,cm_order,cm_lpf,measurement_ms
44,22,17592186043667,11,2,1936,3,85184,1,0,0,17592186043668,1710636527,,1,-1691,18,199853,1681707,17592184361961,1129,20.184799912385643
44,22,17592186043667,11,3,85184,3,85184,1,0,0,17592186043668,1710636527,,1,-11,1,2400842,-2638992,17592188682660,46997,20.184799912385643
44,23,17592186043631,11,2,1936,3,85184,1,0,0,17592186043632,1048583,,0,,,,,,,517.1855000080541
44,23,17592186043631,11,3,85184,3,85184,1,0,0,17592186043632,1048583,,1,-11,1,1673822,-6288900,17592192332532,51869,517.1855000080541
44,24,17592186043591,7,2,1936,3,85184,7,0,0,17592189619116,143281,,1,-13539,24,23810,-7917908,17592193961500,1423,144.80349991936237
44,24,17592186043591,7,3,85184,3,85184,7,0,0,17592189619116,143281,,1,-15,2,1305162,6694552,17592179349040,2243,144.80349991936237
44,25,17592186043577,5,2,1936,3,85184,5,0,0,17592187320586,106433,,1,-2251,7,123832,5987578,17592180056000,1499,40.448900079354644
44,25,17592186043577,5,3,85184,3,85184,5,0,0,17592187320586,106433,,1,-19,1,1119809,-6822263,17592192865841,82939,40.448900079354644
44,26,17592186043547,11,2,1936,3,85184,1,0,0,17592186043548,759987301,,1,-9907,15,84229,288601,17592185754947,1303,84.3726999592036
44,26,17592186043547,11,3,85184,3,85184,1,0,0,17592186043548,759987301,,1,-8,1,2228227,-5536134,17592191579682,34361,84.3726999592036
44,27,17592186043483,7,2,1936,3,85184,7,0,0,17592182011989,98713,,1,-66399,170,17542,7066564,17592178976920,809,553.1314000254497
44,27,17592186043483,7,3,85184,3,85184,7,0,0,17592182011989,98713,,1,-7,1,3138226,1195620,17592184847864,31357,553.1314000254497
44,28,17592186043451,11,2,1936,3,85184,1,0,0,17592186043452,4451,,1,-8963,29,54829,-6589689,17592192633141,857,77.54339999519289
44,28,17592186043451,11,3,85184,3,85184,1,1,1,17592186043452,4451,17592186043452,1,-8,1,1325629,7504026,17592178539426,58379,77.54339999519289
44,29,17592186043433,5,2,1936,3,85184,5,0,0,17592193455760,43481,,1,-4472,36,37466,8005710,17592178037724,541,79.49310005642474
44,29,17592186043433,5,3,85184,3,85184,5,1,1,17592193455760,43481,17592193455760,1,-4,1,1963808,-7412326,17592193455760,43481,79.49310005642474
44,30,17592186043409,5,2,1936,3,85184,5,0,0,17592186043410,629773,,1,-1499,13,184592,4392210,17592181651200,547,32.741300063207746
44,30,17592186043409,5,3,85184,3,85184,5,0,0,17592186043410,629773,,1,-103,5,405560,7309406,17592178734004,17489,32.741300063207746
44,31,17592186043351,7,2,1936,3,85184,7,0,0,17592192103963,6679,,1,-1272,12,235133,207386,17592185835966,433,23.281099973246455
44,31,17592186043351,7,3,85184,3,85184,7,1,2,17592192103963,6679,17592179982741,1,-3,1,3348519,6060611,17592179982741,29587,23.281099973246455
44,32,17592186043319,11,2,1936,3,85184,1,0,0,17592186043320,7840913,,1,-2063,45,80090,7558824,17592178484496,251,29.19380005914718
44,32,17592186043319,11,3,85184,3,85184,1,0,0,17592186043320,7840913,,1,-59,3,375505,-7877151,17592193920471,45329,29.19380005914718
48,1,281474976710597,5,2,2304,3,110592,5,0,0,281474955483716,7669,,1,-151,7,899852,-31680122,281475008390720,1741,7.214099983684719
48,1,281474976710597,5,3,110592,3,110592,5,1,1,281474955483716,7669,281474955483716,1,-4,1,12993454,21226882,281474955483716,7669,7.214099983684719
48,2,281474976710591,11,2,2304,3,110592,1,0,0,281474976710592,5419,,1,-13067,30,171182,27257916,281474949452676,1307,123.67399991489947
48,2,281474976710591,11,3,110592,3,110592,1,1,1,281474976710592,5419,281474976710592,1,-67,1,2815075,24391567,281474952319025,14929,123.67399991489947
48,3,281474976710567,11,2,2304,3,110592,1,0,0,281474976710568,44593627489,,0,,,,,,,884.1689000837505
48,3,281474976710567,11,3,110592,3,110592,1,0,0,281474976710568,44593627489,,1,-67,1,4095298,1487180,281474975223388,55579,884.1689000837505
48,4,281474976710563,7,2,2304,3,110592,7,0,0,281474943614611,2817973,,1,-34183,67,128262,23739220,281474952971344,887,331.74890000373125
48,4,281474976710563,7,3,110592,3,110592,7,0,0,281474943614611,2817973,,1,-67,1,2768334,24747400,281474951963164,39041,331.74890000373125
48,5,281474976710509,1,2,2304,3,110592,10,0,0,281474975126128,349801,,1,-18004,52,13875,-33502744,281475010213254,1409,318.3520999737084
48,5,281474976710509,1,3,110592,3,110592,10,0,0,281474975126128,349801,,1,-163,1,2474283,11313773,281474965396737,2459,318.3520999737084
48,6,281474976710491,7,2,2304,3,110592,7,0,0,281474968252075,568699,,1,-20936,84,34605,33178742,281474943531750,1663,278.90109992586076
48,6,281474976710491,7,3,110592,3,110592,7,0,0,281474968252075,568699,,1,-40,2,2148187,30680802,281474946029690,11887,278.90109992586076
48,7,281474976710467,7,2,2304,3,110592,7,0,0,281474967221533,51991,,1,-3171,16,418783,23869907,281474952840561,1823,50.84969999734312
48,7,281474976710467,7,3,110592,3,110592,7,1,1,281474967221533,51991,281474967221533,1,-3,1,18581891,9488935,281474967221533,51991,50.84969999734312
48,8,281474976710423,11,2,2304,3,110592,1,0,0,281474976710424,1675446289943,,1,-1199,38,563942,-27287016,281475003997440,1303,20.96610004082322
48,8,281474976710423,11,3,110592,3,110592,1,0,0,281474976710424,1675446289943,,1,-19,1,4978157,25593769,281474951116655,83497,20.96610004082322
48,9,281474976710413,1,2,2304,3,110592,10,0,0,281474971304059,1339003,,1,-12356,40,163626,28197286,281474948513128,1867,194.05739998910576
48,9,281474976710413,1,3,110592,3,110592,10,0,0,281474971304059,1339003,,1,-331,3,1383279,22193341,281474954517073,42649,194.05739998910576
48,10,281474976710399,11,2,2304,3,110592,1,0,0,281474976710400,61681,,0,,,,,,,957.2224000003189
48,10,281474976710399,11,3,110592,3,110592,1,1,1,281474976710400,61681,281474976710400,1,-1027,4,793141,-21905303,281474998615703,24697,957.2224000003189
48,11,281474976710339,11,2,2304,3,110592,1,0,0,281474976710340,72932693,,1,-16435,20,204343,-20967571,281474997677911,1549,162.80419996473938
48,11,281474976710339,11,3,110592,3,110592,1,0,0,281474976710340,72932693,,1,-715,4,1253162,-1747336,281474978457676,21961,162.80419996473938
48,12,281474976710327,11,2,2304,3,110592,1,0,0,281474976710328,2190944149,,1,-10907,26,321286,-167844,281474976878172,1367,122.41419998463243
48,12,281474976710327,11,3,110592,3,110592,1,0,0,281474976710328,2190944149,,1,-184,4,289481,33323878,281474943386450,26399,122.41419998463243
48,13,281474976710287,7,2,2304,3,110592,7,0,0,281475006866103,1688917,,0,,,,,,,878.7854000693187
48,13,281474976710287,7,3,110592,3,110592,7,0,0,281475006866103,1688917,,1,-123,2,145582,-33515564,281475010225852,64579,878.7854000693187
48,14,281474976710197,1,2,2304,3,110592,10,0,0,281474966262099,124171,,1,-65876,192,130722,-441502,281474977151700,1213,950.900899944827
48,14,281474976710197,1,3,110592,3,110592,10,0,0,281474966262099,124171,,1,-7,1,8421276,25089334,281474951620864,27283,950.900899944827
48,15,281474976710143,7,2,2304,3,110592,7,0,0,281474943761244,7321,,1,-6168,20,402401,11275498,281474965434646,1277,72.0360999694094
48,15,281474976710143,7,3,110592,3,110592,7,1,1,281474943761244,7321,281474943761244,1,-3,1,3663782,32948900,281474943761244,7321,72.0360999694094
48,16,281474976710131,7,2,2304,3,110592,7,0,0,281474974003548,6923767,,1,-155,4,2657685,-5575843,281474982285975,379,8.362599997781217
48,16,281474976710131,7,3,110592,3,110592,7,0,0,281474974003548,6923767,,1,-7,1,6320298,-29090836,281475005800968,9857,8.362599997781217
48,17,281474976710129,5,2,2304,3,110592,5,0,0,281474997945410,151733,,1,-1955,12,736912,8016114,281474968694016,1747,55.24239991791546
48,17,281474976710129,5,3,110592,3,110592,5,0,0,281474997945410,151733,,1,-19,1,6036767,-20820455,281474997530585,26417,55.24239991791546
48,18,281474976710107,7,2,2304,3,110592,7,0,0,281475006298239,120871,,1,-2643,10,441239,24725075,281474951985033,883,43.561300029978156
48,18,281474976710107,7,3,110592,3,110592,7,0,0,281475006298239,120871,,1,-59,3,3605949,18940187,281474957769921,29401,43.561300029978156
48,19,281474976710089,1,2,2304,3,110592,10,0,0,281474943168132,7699,,1,-21739,25,1323,33553865,281474943156225,241,695.4768999712542
48,19,281474976710089,1,3,110592,3,110592,10,1,1,281474943168132,7699,281474943168132,1,-3,1,528192,33541958,281474943168132,7699,695.4768999712542
48,20,281474976710087,11,2,2304,3,110592,1,0,0,281474976710088,113621,,1,-6211,15,371618,-16375628,281474993085716,937,63.5123000247404
48,20,281474976710087,11,3,110592,3,110592,1,0,0,281474976710088,113621,,1,-379,3,844406,-29251748,281475005961836,100357,63.5123000247404
48,21,281474976710029,1,2,2304,3,110592,10,0,0,281474973547687,9241,,0,,,,,,,1615.5045999912545
48,21,281474976710029,1,3,110592,3,110592,10,1,2,281474973547687,9241,281474951130440,1,-3,1,19286433,3162343,281474973547687,9241,1615.5045999912545
48,22,281474976709987,7,2,2304,3,110592,7,0,0,281475006327697,33487,,1,-3784,16,436791,-20098862,281474996808850,2267,73.70920001994818
48,22,281474976709987,7,3,110592,3,110592,7,1,1,281475006327697,33487,281475006327697,1,-3,1,9104783,-29617709,281475006327697,33487,73.70920001994818
48,23,281474976709891,7,2,2304,3,110592,7,1,1,281474943156225,241,281474943156225,1,-3,1,130815,33553667,281474943156225,241,2.4444001028314233
48,23,281474976709891,7,3,110592,3,110592,7,1,2,281474943156225,241,281474943156225,1,-3,1,130815,33553667,281474943156225,241,2.4444001028314233
48,24,281474976709859,11,2,2304,3,110592,1,0,0,281474976709860,4691249611831,,0,,,,,,,952.6365000056103
48,24,281474976709859,11,3,110592,3,110592,1,0,0,281474976709860,4691249611831,,1,-55,4,1919434,30385316,281474946324544,14081,952.6365000056103
48,25,281474976709831,7,2,2304,3,110592,7,0,0,281474953615953,27177427,,1,-843,6,521399,-29945359,281475006655191,1249,27.67759992275387
48,25,281474976709831,7,3,110592,3,110592,7,0,0,281474953615953,27177427,,1,-11,1,10105515,1601293,281474975108539,106397,27.67759992275387
48,26,281474976709757,5,2,2304,3,110592,5,0,0,281474976709758,4575799,,1,-719,31,172916,33232542,281474943477216,1559,21.385899977758527
48,26,281474976709757,5,3,110592,3,110592,5,0,0,281474976709758,4575799,,1,-43,1,3674564,23351570,281474953358188,8039,21.385899977758527
48,27,281474976709741,1,2,2304,3,110592,10,0,0,281474996302184,238949,,1,-559,16,1419036,-512050,281474977221792,1949,30.37749999202788
48,27,281474976709741,1,3,110592,3,110592,10,0,0,281474996302184,238949,,1,-127,5,2434308,19321394,281474957388348,8753,30.37749999202788
48,28,281474976709711,7,2,2304,3,110592,7,1,1,281474995581325,2011,281474995581325,1,-3,1,16018345,-18871613,281474995581325,2011,3.0063000740483403
48,28,281474976709711,7,3,110592,3,110592,7,1,1,281474995581325,2011,281474995581325,1,-3,1,16018345,-18871613,281474995581325,2011,3.0063000740483403
48,29,281474976709649,5,2,2304,3,110592,5,0,0,281474956598930,6535301,,1,-959,36,699080,25636386,281474951073264,1103,38.27449993696064
48,29,281474976709649,5,3,110592,3,110592,5,0,0,281474956598930,6535301,,1,-103,5,2899552,16122578,281474960587072,81761,38.27449993696064
48,30,281474976709637,5,2,2304,3,110592,5,0,0,281474948402596,62801,,0,,,,,,,1491.013800026849
48,30,281474976709637,5,3,110592,3,110592,5,1,1,281474948402596,62801,281474948402596,1,-4,1,9008486,28307042,281474948402596,62801,1491.013800026849
