bits,prime_index,prime,prime_mod_12,smoothness_exponent,order_bound,discriminant_exponent,discriminant_bound,explicit_order_count,explicit_success,explicit_smooth_count,explicit_best_order,explicit_best_lpf,explicit_first_smooth_order,bounded_cm_success,cm_discriminant,cm_class_number,cm_conductor,cm_trace,cm_order,cm_lpf,measurement_ms
60,1037,1152921504606802951,7,3,216000,2,3600,7,0,0,1152921504488387916,40828927,,1,-731,12,67247190,-1142790052,1152921505749593004,182851,53.183300071395934
60,1038,1152921504606802949,5,3,216000,2,3600,5,0,0,1152921505441198714,5432033,,1,-419,9,94615825,-927757161,1152921505534560111,87671,34.95090000797063
60,1039,1152921504606802897,1,3,216000,2,3600,10,0,0,1152921506130328228,9854851,,1,-8,1,686595906,-916719430,1152921505523522328,105137,77.01760006602854
60,1040,1152921504606802849,1,3,216000,2,3600,10,0,0,1152921506738642823,19736113,,1,-84,4,171839088,1459889570,1152921503146913280,7583,59.29690005723387
60,1041,1152921504606802841,5,3,216000,2,3600,5,0,0,1152921506753963050,3715596389,,1,-11,1,483763345,-1427371467,1152921506034174309,131899,3.904700046405196
60,1042,1152921504606802823,11,3,216000,2,3600,1,0,0,1152921504606802824,264981683,,1,-1679,52,37157242,-1514449344,1152921506121252168,56809,70.44719997793436
60,1043,1152921504606802757,5,3,216000,2,3600,5,0,0,1152921504606802758,176463611,,1,-43,1,84447647,2074857971,1152921502531944787,47309,4.488199949264526
60,1044,1152921504606802753,1,3,216000,2,3600,10,0,0,1152921503395791216,14121361,,1,-219,4,117395377,1262338819,1152921503344463935,172853,39.66700006276369
60,1045,1152921504606802717,1,3,216000,2,3600,10,1,1,1152921505448972428,151849,1152921505448972428,1,-3,1,1140531484,-842169710,1152921505448972428,151849,38.37059997022152
60,1046,1152921504606802691,11,3,216000,2,3600,1,0,0,1152921504606802692,245720695781501,,1,-271,11,99737870,-1384151308,1152921505990954000,57899,19.2134000826627
60,1047,1152921504606802657,1,3,216000,2,3600,10,0,0,1152921506726200048,274171,,1,-51,2,245684752,1238254882,1152921503368547776,54539,13.474699924699962
60,1048,1152921504606802649,5,3,216000,2,3600,5,0,0,1152921504590496020,70299353,,1,-803,10,70676528,-774960138,1152921505381762788,153191,72.02479999978095
60,1049,1152921504606802589,5,3,216000,2,3600,5,0,0,1152921502478650856,259901461,,1,-20,2,72665845,-2122752816,1152921506729555406,93983,6.984999985434115
60,1050,1152921504606802523,11,3,216000,2,3600,1,0,0,1152921504606802524,701715579881,,1,-43,1,283580014,-1074117392,1152921505680919916,211657,1.7460000235587358
60,1051,1152921504606802487,11,3,216000,2,3600,1,0,0,1152921504606802488,473809657,,1,-239,15,112392134,-1261998408,1152921505868800896,11383,14.325900003314018
60,1052,1152921504606802451,11,3,216000,2,3600,1,0,0,1152921504606802452,38040029,,1,-895,16,6370418,2139010268,1152921502467792184,121151,23.392100003547966
60,1053,1152921504606802379,11,3,216000,2,3600,1,0,0,1152921504606802380,466190567,,1,-11,1,534486785,1212125679,1152921503394676701,46447,2.981600002385676
60,1054,1152921504606802373,5,3,216000,2,3600,5,0,0,1152921504606802374,61553119,,1,-683,5,62122571,-1405646817,1152921506012449191,69031,55.514900013804436
60,1055,1152921504606802349,5,3,216000,2,3600,5,0,0,1152921503695759636,56434289,,1,-787,5,55662461,1474217213,1152921503132585137,184733,71.7720000538975
60,1056,1152921504606802339,7,3,216000,2,3600,7,0,0,1152921503773669924,1308529,,1,-79,5,221104558,-865791660,1152921505472594000,104543,26.398400077596307
60,1057,1152921504606802331,11,3,216000,2,3600,1,0,0,1152921504606802332,2858929,,1,-7,1,181340690,-2093202068,1152921506700004400,38453,2.1210999693721533
60,1058,1152921504606802181,5,3,216000,2,3600,5,0,0,1152921504914758450,54552613,,1,-235,2,119937983,1109586803,1152921503497215379,196927,86.7583000799641
60,1059,1152921504606802109,5,3,216000,2,3600,5,0,0,1152921505679967560,656609,,1,-20,2,228247754,1889376954,1152921502717425156,200483,5.117099964991212
60,1060,1152921504606802081,1,3,216000,2,3600,10,0,0,1152921504828817389,45618037,,1,-67,1,241293425,-843076143,1152921505449878225,4729,23.72769999783486
60,1061,1152921504606802069,1,3,216000,2,3600,10,0,0,1152921502640601027,27071731,,1,-2571,14,38608316,882806950,1152921503723995120,112807,115.41179998312145
60,1062,1152921504606802037,5,3,216000,2,3600,5,0,0,1152921505276048586,2158663753,,1,-1651,8,8642572,-2118576442,1152921506725378480,187081,38.70550007559359
60,1063,1152921504606801991,7,3,216000,2,3600,7,0,0,1152921505900835775,624469,,1,-2355,12,23032910,-1833663908,1152921506440465900,117023,115.82810000982136
